equity,drawdown,position
9997.359030000001,2.278596579810874e-06,1
9997.34653,3.528923939342579e-06,1
9997.33473,4.70923296669393e-06,1
9997.32337,5.845530471012472e-06,1
9997.31163,7.019837927008086e-06,1
9997.30026,8.157135693188926e-06,1
9997.2898,9.203409627535306e-06,1
9997.27957,1.0226677538502984e-05,1
9997.26945,1.1238942568803432e-05,1
9997.25921,1.2263210741633407e-05,1
9997.248590000001,1.3325488866140456e-05,1
9997.23811,1.437376332439338e-05,1
9997.22892,1.529300399913477e-05,1
9997.22001,1.618423734100402e-05,1
9997.21129,1.7056465706943763e-05,1
9997.201959999999,1.7989710048121225e-05,1
9997.192759999998,1.8909950984724916e-05,1
9997.183139999997,1.987220292063682e-05,1
9997.173539999998,2.0832454332642176e-05,1
9997.164109999998,2.177570129262457e-05,1
9997.155199999997,2.266693463449382e-05,1
9997.146139999997,2.3573171904661437e-05,1
9997.136899999998,2.4497413888714323e-05,1
9997.128369999999,2.5350637278724552e-05,1
9997.121089999999,2.6078827932854392e-05,1
9997.113199999998,2.6868034562221955e-05,1
9997.105759999999,2.7612229406512462e-05,1
9997.098289999998,2.835942503657181e-05,1
9997.090389999998,2.914963192780167e-05,1
9997.083219999997,2.986681970126428e-05,1
9997.076019999997,3.058700826031379e-05,1
9997.067719999997,3.141722562694532e-05,1
9997.060279999998,3.2161420471235824e-05,1
9997.053339999999,3.285560222113778e-05,1
9997.046599999998,3.352977873342988e-05,1
9997.039369999999,3.425296807806629e-05,1
9997.032449999999,3.494514930424365e-05,1
9997.02723,3.546728600946357e-05,1
9997.02225,3.596541642944248e-05,1
9997.01674,3.651656072957879e-05,1
9997.010919999999,3.709871314817413e-05,1
9997.004079999999,3.778289227927116e-05,1
9996.997179999998,3.847307298172393e-05,1
9996.989839999998,3.9207265207209505e-05,1
9996.983769999999,3.981442417290815e-05,1
9996.97805,4.038657397251661e-05,1
9996.97269,4.09227143441726e-05,1
9996.96641,4.155087880952535e-05,1
9996.96001,4.219104641758957e-05,1
9996.952930000001,4.28992318339276e-05,1
9996.944790000001,4.3713445010398465e-05,1
9996.93676,4.4516655306202096e-05,1
9996.9315,4.5042793059053154e-05,1
9996.928240000001,4.536887843435003e-05,1
9996.925500000001,4.564295019153376e-05,1
9996.922380000002,4.595503190039457e-05,1
9996.918780000002,4.6315126179919316e-05,1
9996.915070000001,4.668622334029325e-05,1
9996.91191,4.700230609678519e-05,1
9996.907870000001,4.740641189934275e-05,1
9996.901580000002,4.80355766265578e-05,1
9996.894980000001,4.8695749472413825e-05,1
9996.88786,4.9407935936383e-05,1
9996.8816,5.003409987801115e-05,1
9996.87501,5.069327246200488e-05,1
9996.86817,5.137745159310191e-05,1
9996.860139999999,5.218066188890554e-05,1
9996.850719999999,5.3122908587025635e-05,1
9996.842019999998,5.399313642924078e-05,1
9996.832499999999,5.494538574616581e-05,1
9996.8229,5.590563715817117e-05,1
9996.813339999999,5.686188752272733e-05,1
9996.803839999999,5.781213631592776e-05,1
9996.793459999999,5.885040815519381e-05,1
9996.78342,5.9854671090231976e-05,1
9996.77407,6.0789915955134036e-05,1
9996.76428,6.17691723430689e-05,1
9996.75499,6.269841563661523e-05,1
9996.745429999999,6.365466600117139e-05,1
9996.73553,6.464492526977349e-05,1
9996.72536,6.566219160938543e-05,1
9996.71487,6.671146632950065e-05,1
9996.7049,6.770872743132078e-05,1
9996.695230000001,9.673187411443778e-07,1
9996.685510000001,1.939639130437425e-06,1
9996.675410000002,2.94997204518727e-06,1
9996.665570000001,3.934296389964341e-06,1
9996.655920000001,4.8996144719220345e-06,1
9996.646760000001,5.815916402532249e-06,1
9996.63808,6.684202511570286e-06,1
9996.62866,7.626513012335232e-06,1
9996.619,8.592831423886268e-06,1
9996.610200000001,9.473121488226369e-06,1
9996.60224,1.026938386472418e-05,1
9996.59435,1.1058643933886637e-05,1
9996.58635,8.002725448003025e-07,1
9996.578,1.6355570134617751e-06,1
9996.569739999999,2.461838416039507e-06,1
9996.561979999999,3.2381027845558475e-06,1
9996.55519,3.917334106916665e-06,1
9996.548869999999,4.549549417365312e-06,1
9996.54151,5.285800158559755e-06,1
9996.534989999998,5.938022282669351e-06,1
9996.528369999998,6.60024781351844e-06,1
9996.522329999998,7.204453584878151e-06,1
9996.516649999998,7.772647091720938e-06,1
9996.510869999998,8.35084400530322e-06,1
9996.504129999998,9.02507362438527e-06,1
9996.497719999998,9.666292000917658e-06,1
9996.490699999998,1.0368531158906683e-05,1
9996.483909999999,1.10477624812675e-05,1
9996.47755,1.1683979154339162e-05,1
9996.47119,1.2320195827410822e-05,1
9996.46459,1.2980420676948404e-05,1
9996.45831,1.3608634624592077e-05,1
9996.45292,1.4147818251690175e-05,1
9996.44738,1.4702006988988494e-05,1
9996.44109,1.533122127728792e-05,1
9996.43441,1.5999448852253492e-05,1
9996.42761,1.667968051527006e-05,1
9996.420310000001,1.7409929212348023e-05,1
9996.412790000002,1.816218540439844e-05,1
9996.405380000002,1.8903437849053613e-05,1
9996.397980000002,1.964368995305303e-05,1
9996.39016,2.0425956365685848e-05,1
9996.38249,2.119321766811845e-05,1
9996.37377,2.20655147419526e-05,1
9996.3663,2.281276923072425e-05,1
9996.35876,2.3567026104268134e-05,1
9996.35149,2.429427377937884e-05,1
9996.34411,2.5032525201884787e-05,1
9996.33777,2.566674119364494e-05,1
9996.33181,2.6262944239576665e-05,1
9996.325929999999,2.68511445600804e-05,1
9996.320049999998,2.7439344880584136e-05,1
9996.313409999999,2.810357109274473e-05,1
9996.307389999998,2.8705776182792935e-05,1
9996.301389999999,2.9305980591347672e-05,1
9996.295839999999,2.9861169669301745e-05,1
9996.29106,3.0339332514761245e-05,1
9996.28596,3.084950626211465e-05,1
9996.28006,3.14397072639299e-05,1
9996.2743,3.201590349620067e-05,1
9996.268619999999,3.2584097003043454e-05,1
9996.264459999999,3.3000238726390567e-05,1
9996.259469999999,3.349940872616676e-05,1
9996.255439999999,3.390254602062515e-05,1
9996.2516,3.428667684207835e-05,1
9996.24734,3.471282197216495e-05,1
9996.24287,3.5159974256568256e-05,1
9996.2383,3.5617129947711054e-05,1
9996.232940000002,3.6153312552659926e-05,1
9996.227570000001,3.6690495498446516e-05,1
9996.22175,3.727269377483378e-05,1
9996.21559,3.788890363442645e-05,1
9996.20867,3.858113938567598e-05,1
9996.20158,3.9290380928437236e-05,1
9996.193580000001,4.009065347323754e-05,1
9996.185000000001,4.0948945777527226e-05,1
9996.17508,4.19412837331451e-05,1
9996.16524,4.2925618963335e-05,1
9996.156060000001,4.384393170842557e-05,1
9996.14629,4.4821264553843225e-05,1
9996.13695,4.575558274997172e-05,1
9996.12789,4.6661891407011295e-05,1
9996.11811,4.764022459308471e-05,1
9996.10811,4.864056527413057e-05,1
9996.098269999999,4.962490050432047e-05,1
9996.088569999998,5.0595230964965895e-05,1
9996.079029999999,5.1549555974573384e-05,1
9996.070329999999,5.241985236709603e-05,1
9996.062069999998,5.3246133769673755e-05,1
9996.053889999997,5.40644124468235e-05,1
9996.045589999998,5.489469521202425e-05,1
9996.037079999998,5.574598513154169e-05,1
9996.028719999998,5.658226994085892e-05,1
9996.019919999999,5.7462569740121055e-05,1
9996.011489999999,5.830585693421052e-05,1
9996.00297,5.9158147194383715e-05,1
9995.99447,6.000843677324541e-05,1
9995.98627,6.0828716131706664e-05,1
9995.97811,6.164499412736294e-05,1
9995.96981,6.247527689256369e-05,1
9995.96176,6.328055114082471e-05,1
9995.95354,6.410283118059747e-05,1
9995.944880000001,6.496912621031514e-05,1
9995.93632,6.582541783329332e-05,1
9995.927380000001,6.671972240209991e-05,1
9995.918640000002,6.759402015724557e-05,1
9995.91025,6.843330598871203e-05,1
9995.90147,6.931160510666265e-05,1
9995.89133,1.0144157613750027e-06,1
9995.88001,2.146879905163135e-06,1
9995.868670000002,3.281344868942819e-06,1
9995.857290000002,4.41981147288758e-06,1
9995.846290000001,5.52026249608299e-06,1
9995.835130000001,6.636720079574761e-06,1
9995.824180000001,7.732169052609318e-06,1
9995.813540000001,8.79660531504693e-06,1
9995.8042,9.730988274758155e-06,1
9995.7955,1.060134499310196e-05,1
9995.78614,1.1537728772804736e-05,1
9995.77684,1.2468110092350883e-05,1
9995.76755,1.3397491001901254e-05,1
9995.758890000001,1.4263846080079984e-05,1
9995.750150000002,1.5138204438406894e-05,1
9995.741650000002,1.5988552956289264e-05,1
9995.733500000002,1.680388712340961e-05,1
9995.725500000002,1.7604215140229368e-05,1
9995.717820000002,1.8372530036456406e-05,1
9995.710260000002,1.9128840012370186e-05,1
9995.702760000002,1.987914752812734e-05,1
9995.694550000002,2.070048415540431e-05,1
9995.686390000003,2.151681873252043e-05,1
9995.678200000002,2.2336154539805856e-05,1
9995.670080000002,2.3148487476938874e-05,1
9995.662220000002,2.3934809753453823e-05,1
9995.655660000002,2.459107872724239e-05,1
9995.648260000002,2.5331382142859808e-05,1
9995.641000000001,2.6057679818172416e-05,1
9995.634580000002,2.669994305165617e-05,1
9995.629190000001,2.7239164053027383e-05,1
9995.623090000001,2.7849414165918416e-05,1
9995.61743,2.8415646237903466e-05,1
9995.61147,2.901189061048969e-05,1
9995.60503,2.9656154663964997e-05,1
9995.59775,3.038445315926916e-05,1
9995.58997,3.116277215563593e-05,1
9995.58171,3.198911083307376e-05,1
9995.573540000001,3.280644582018565e-05,1
9995.5647,3.369080827883427e-05,1
9995.55672,3.4489135475662475e-05,1
9995.5483,3.5331480713396665e-05,1
9995.54054,3.6107798889771887e-05,1
9995.53312,3.6850103125380856e-05,1
9995.52578,3.758440408084165e-05,1
9995.51856,3.830670011598918e-05,1
9995.51152,3.90109887708488e-05,1
9995.50422,3.974128808614451e-05,1
9995.497140000001,4.0449578380987234e-05,1
9995.490420000002,4.1121853915072165e-05,1
9995.484220000002,4.174210812810293e-05,1
9995.478240000002,4.23403533206807e-05,1
9995.471200000002,4.3044641975540324e-05,1
9995.465720000002,4.359286666705549e-05,1
9995.460160000002,4.414909463871883e-05,1
9995.455480000002,4.461728652857022e-05,1
9995.450720000003,4.509348169856979e-05,1
9995.445300000003,4.563570392992833e-05,1
9995.440430000002,4.612290361024538e-05,1
9995.434510000003,4.6715146342666523e-05,1
9995.428860000004,4.728037800447383e-05,1
9995.423620000003,4.7804592855544454e-05,1
9995.417760000004,4.839083312780897e-05,1
9995.412120000005,4.89550643796205e-05,1
9995.405270000005,4.964034524401446e-05,1
9995.400170000004,5.015055435478027e-05,1
9995.395080000004,5.0659763055550316e-05,1
9995.389940000005,5.1173973806299236e-05,1
9995.386360000004,5.1532120593885674e-05,1
9995.383040000004,5.1864256720854044e-05,1
9995.379660000004,5.2202395307979045e-05,1
9995.376090000003,5.255954168556971e-05,1
9995.372020000003,5.296670856422298e-05,1
9995.367960000003,5.33728750326985e-05,1
9995.364640000003,5.3705011159666874e-05,1
9995.361780000003,5.3991128425737715e-05,1
9995.358820000003,5.4287249791948286e-05,1
9995.356480000004,5.4521345736782996e-05,1
9995.354460000004,5.4723428561024976e-05,1
9995.351720000004,5.499754090678256e-05,1
9995.349500000004,5.521963193148599e-05,1
9995.347060000004,5.54637319766424e-05,1
9995.344040000004,5.57658558030096e-05,1
9995.341050000003,5.606497839938948e-05,1
9995.337950000003,5.6375105505904856e-05,1
9995.335170000002,5.665321949182752e-05,1
9995.332260000003,5.694433880787724e-05,1
9995.329500000003,5.722045197362637e-05,1
9995.323710000004,5.779968937573849e-05,1
9995.316630000005,5.850797967058121e-05,1
9995.311510000005,5.902018960133858e-05,1
9995.305770000004,5.959442495347181e-05,1
9995.299810000004,6.0190669326058036e-05,1
9995.293990000004,6.077290795833945e-05,1
9995.288040000003,6.13681519209299e-05,1
9995.282040000004,6.196839793349922e-05,1
9995.277100000003,4.942331773076581e-07,1
9995.270160000004,1.1885607582134024e-06,1
9995.263800000004,1.8248609620447644e-06,1
9995.257880000005,2.4171403970736284e-06,1
9995.252950000006,2.910373102205879e-06,1
9995.246290000006,3.5766874665678548e-06,1
9995.240530000006,4.1529593493379896e-06,1
9995.235010000006,4.70521990372003e-06,1
9995.228650000006,5.341520107551392e-06,1
9995.222960000006,5.910788686185584e-06,1
9995.217620000007,6.445040744140065e-06,1
9995.211700000007,7.03732017916893e-06,1
9995.205750000006,7.632601030360046e-06,1
9995.199670000007,8.240888017647638e-06,1
9995.193390000008,8.869184445349637e-06,1
9995.187970000008,9.411440279433481e-06,1
9995.183090000008,9.89967062459862e-06,1
9995.177890000008,1.0419916074281217e-05,1
9995.172510000008,1.0958170020391374e-05,1
9995.166880000008,1.1521435766883046e-05,1
9995.162200000008,1.198965667163378e-05,1
9995.157720000008,1.243786813597011e-05,1
9995.153260000008,1.2884078656319595e-05,1
9995.149780000009,1.323224291876589e-05,1
9995.146500000008,1.3560397740979767e-05,1
9995.143120000008,1.3898557283309851e-05,1
9995.140220000008,1.4188694168681763e-05,1
9995.13760000001,1.4450817837509907e-05,1
9995.13434000001,1.4776971715554953e-05,1
9995.13030000001,1.5181162411088785e-05,1
9995.12632000001,1.5579350274480097e-05,1
9995.122540000011,1.5957528697457006e-05,1
9995.118950000011,1.6316698152194918e-05,1
9995.11557000001,1.6654857694525e-05,1
9995.11277000001,1.6934989859780705e-05,1
9995.10859000001,1.7353187163586422e-05,1
9995.103750000011,1.7837415620595884e-05,1
9995.099490000011,1.8263616700530965e-05,1
9995.095460000011,1.8666806924071375e-05,1
9995.091130000012,1.91000113081424e-05,1
9995.087670000012,1.9446174626601848e-05,1
9995.083580000011,1.9855367682284778e-05,1
9995.079910000011,2.0222540913152056e-05,1
9995.076440000012,2.0569704703604928e-05,1
9995.073200000012,2.089385763766313e-05,1
9995.069900000011,2.1224013403863847e-05,1
9995.066560000012,2.1558171058038257e-05,1
9995.062300000012,2.1984372137973338e-05,1
9995.058410000012,2.2373555753241865e-05,1
9995.054880000012,2.2726722375837257e-05,1
9995.050800000012,2.3134914959526762e-05,1
9995.046690000012,2.354610895919654e-05,1
9995.042490000013,2.39663072069891e-05,1
9995.038510000013,2.436449507038041e-05,1
9995.033950000014,2.4820710310846108e-05,1
9995.030610000014,2.5154867965020515e-05,1
9995.026190000015,2.559707659721433e-05,1
9995.022340000016,2.598225832432718e-05,1
9995.019140000017,2.6302409370229704e-05,1
9995.015840000016,2.6632565136430425e-05,1
9995.012370000017,2.6979728926883297e-05,1
9995.006770000016,2.7539993257394703e-05,1
9995.001470000016,2.8070243427375493e-05,1
9994.996170000015,2.8600493597356284e-05,1
9994.990290000014,2.918877114441146e-05,1
9994.984990000014,2.971902131439225e-05,1
9994.979850000014,3.0233263931932326e-05,1
9994.974720000015,3.074650607747898e-05,1
9994.969320000015,3.1286760967575985e-05,1
9994.963140000014,3.190505267516177e-05,1
9994.956940000015,3.25253453267344e-05,1
9994.951130000014,3.3106619569653636e-05,1
9994.946890000014,3.353081970560187e-05,1
9994.941900000014,3.403005524287664e-05,1
9994.935700000015,3.4650347894449273e-05,1
9994.929080000014,3.531266037083756e-05,1
9994.920160000014,3.620508141153653e-05,1
9994.911920000015,3.702947035486292e-05,1
9994.902660000014,3.795590744424818e-05,1
9994.893320000014,3.889034830976281e-05,1
9994.882800000014,3.994284487341304e-05,1
9994.872890000013,4.093431264400862e-05,1
9994.862920000014,4.193178324656474e-05,1
9994.853120000014,4.291224582486871e-05,1
9994.844300000015,4.379466214526948e-05,1
9994.835740000015,4.465106619329532e-05,1
9994.826740000015,4.555149101012366e-05,1
9994.818110000015,4.6414898362285434e-05,1
9994.808860000016,4.734033497949529e-05,1
9994.799500000016,4.8276776788996756e-05,1
9994.790240000015,4.9203213878382015e-05,1
9994.780360000015,5.019168023281535e-05,1
9994.770960000014,5.113212393047249e-05,1
9994.761480000014,5.2080571404259e-05,1
9994.752340000014,5.299500282935922e-05,1
9994.742620000014,5.396746163153382e-05,1
9994.733690000014,8.93469730985819e-07,1
9994.725240000014,1.7389142132126952e-06,1
9994.716500000015,2.6133739498563923e-06,1
9994.707510000015,3.5128468369598286e-06,1
9994.699570000015,4.307264492459951e-06,1
9994.690910000016,5.17372002100749e-06,1
9994.682050000016,6.060186069886422e-06,1
9994.675210000016,6.744545863836878e-06,1
9994.667510000016,7.514950895048527e-06,1
9994.660450000016,8.221322261308918e-06,1
9994.653210000015,8.94570309592216e-06,1
9994.645460000014,9.721110757262154e-06,1
9994.638870000013,1.0380457400934866e-05,1
9994.631850000014,1.1082826663056181e-05,1
9994.624770000015,1.179119908129511e-05,1
9994.617500000015,1.2518581493876164e-05,1
9994.610210000015,1.3247964958435758e-05,1
9994.603030000015,1.3966342636931382e-05,1
9994.595400000015,1.4729743986036143e-05,1
9994.587200000014,1.5550175317985276e-05,1
9994.577420000014,1.6528689760243014e-05,1
9994.568120000014,1.7459178953741813e-05,1
9994.558530000015,1.841868340165743e-05,1
9994.548890000015,1.9383190479701396e-05,1
9994.538470000014,2.0425738586910393e-05,1
9994.527050000013,2.156833929559436e-05,1
9994.514990000014,2.277497366904759e-05,1
9994.503210000013,2.3953593314255262e-05,1
9994.490890000014,2.51862413641575e-05,1
9994.479570000014,2.6318836812584773e-05,1
9994.468630000014,2.7413412272509798e-05,1
9994.458350000014,2.844195301550502e-05,1
9994.447530000014,2.952452216319481e-05,1
9994.436570000014,3.0621098675098376e-05,1
9994.425570000014,3.1721677291141015e-05,1
9994.414340000014,3.284526800548286e-05,1
9994.403940000015,3.388581506053132e-05,1
9994.392860000014,3.499439788467012e-05,1
9994.381660000014,3.611498702104415e-05,1
9994.370120000014,3.7269594041781354e-05,1
9994.358000000015,3.8482231571352204e-05,1
9994.347290000014,3.9553794932978024e-05,1
9994.337110000015,4.0572330415716554e-05,1
9994.325850000016,4.169892270802621e-05,1
9994.315010000015,4.278349290787653e-05,1
9994.303980000015,4.388707310188698e-05,1
9994.292970000015,4.498865224391889e-05,1
9994.282550000014,4.6031200351127893e-05,1
9994.273370000015,4.6949683232391453e-05,1
9994.264010000015,4.788617558200787e-05,1
9994.254790000015,4.880866056741051e-05,1
9994.244730000015,4.9815189738095796e-05,1
9994.235380000015,5.0750681561722946e-05,1
9994.226030000014,5.168617338535009e-05,1
9994.215910000014,5.2698705712153e-05,1
9994.206520000014,5.363819963973722e-05,1
9994.197500000015,5.454067410480847e-05,1
9994.186860000014,5.56052337843274e-05,1
9994.176770000015,5.66147645329805e-05,1
9994.164580000015,5.783440574465824e-05,1
9994.153300000014,5.896299908912843e-05,1
9994.140700000014,6.0223661867458216e-05,1
9994.126940000015,6.160038566345529e-05,1
9994.111720000015,6.312318625752573e-05,1
9994.094210000016,6.487510730896294e-05,1
9994.077050000016,6.65920099498657e-05,1
9994.060450000015,6.825288313409535e-05,1
9994.043050000015,6.999379839946859e-05,1
9994.025520000016,7.174772050288433e-05,1
9994.007150000016,7.358568679158272e-05,1
9993.988600000015,7.544166254863396e-05,1
9993.971260000015,7.717657465788957e-05,1
9993.954280000014,7.887546783062147e-05,1
9993.936820000015,8.062238625193033e-05,1
9993.918950000016,8.241032623989124e-05,1
9993.901390000015,8.416724992145679e-05,1
9993.883930000016,8.591416834276564e-05,1
9993.865170000015,8.779115514613754e-05,1
9993.847010000016,8.960811038851528e-05,1
9993.829610000015,9.13490256538885e-05,1
9993.812020000016,9.310895091342186e-05,1
9993.794800000016,9.483185671044224e-05,1
9993.777630000017,9.654975987733427e-05,1
9993.760500000017,9.826366094026922e-05,1
9993.743100000016,0.00010000457620564246,1
9993.725700000015,0.00010174549147101568,1
9993.708360000015,0.0001034804035802713,1
9993.691080000015,0.0001052093125334093,1
9993.673850000016,0.00010693321885641895,1
9993.656640000016,0.00010865512412745005,1
9993.639540000016,0.00011036602361223521,1
9993.622720000016,0.0001120489083687748,1
9993.605280000016,0.0001137938257381051,1
9993.587680000017,0.00011555475152362774,1
9993.570390000017,0.000117284661002755,1
9993.553080000018,0.0001190165715338608,1
9993.534940000018,1.8151702257362056e-06,1
9993.516640000018,3.6463507731583236e-06,1
9993.498480000018,5.463522289059764e-06,1
9993.481140000018,7.198640906184392e-06,1
9993.463790000018,8.934760168391637e-06,1
9993.445360000018,1.0778949102251815e-05,1
9993.426720000018,1.2644151583393008e-05,1
9993.407920000018,1.4525364386220115e-05,1
9993.387900000018,1.652865589222083e-05,1
9993.368500000019,1.8469907401461115e-05,1
9993.34982000002,2.033911246293278e-05,1
9993.33164000002,2.2158285268999453e-05,1
9993.314110000021,2.3912416143057846e-05,1
9993.29612000002,2.5712576692190757e-05,1
9993.278300000022,2.749572627437312e-05,1
9993.260560000022,2.927087069571253e-05,1
9993.243310000022,3.0996983506911585e-05,1
9993.225910000021,3.273810599471393e-05,1
9993.20872000002,3.445821493523527e-05,1
9993.19150000002,3.6181325811004455e-05,1
9993.17416000002,3.7916444428129085e-05,1
9993.15623000002,3.971060110658427e-05,1
9993.139290000021,4.14056939193121e-05,1
9993.122870000021,4.3048753186469714e-05,1
9993.106930000022,4.464378148838757e-05,1
9993.090450000022,4.62928446262229e-05,1
9993.074910000021,4.784784712392598e-05,1
9993.058930000021,4.9446878006356314e-05,1
9993.04360000002,5.098086695677838e-05,1
9993.028020000022,5.253987203481192e-05,1
9993.013760000022,5.3966791958663665e-05,1
9992.998880000021,5.5455751879275844e-05,1
9992.983590000022,5.6985738249185414e-05,1
9992.96800000002,5.85457439724836e-05,1
9992.95326000002,6.00206948615751e-05,1
9992.938900000021,6.145762123643503e-05,1
9992.92424000002,6.292456696468357e-05,1
9992.90932000002,6.441752946562621e-05,1
9992.894380000022,6.59124932567341e-05,1
9992.878990000021,6.745248607783388e-05,1
9992.863490000022,6.900348599502447e-05,1
9992.84775000002,7.057850139492595e-05,1
9992.832550000021,7.209948195890994e-05,1
9992.81710000002,7.364547865068745e-05,1
9992.802520000021,7.510441921791101e-05,1
9992.787880000022,7.656936365581231e-05,1
9992.772890000022,7.806933067251529e-05,1
9992.758310000023,7.952827123973886e-05,1
9992.743890000023,8.097120148527651e-05,1
9992.729230000023,8.243814721352506e-05,1
9992.714020000023,8.396012842259168e-05,1
9992.699410000023,8.542207092524511e-05,1
9992.685860000023,8.677794504641085e-05,1
9992.672100000023,8.815483271485761e-05,1
9992.658520000023,8.951370877145323e-05,1
9992.644360000022,9.093062224429678e-05,1
9992.631480000022,9.2219453143289e-05,1
9992.620160000022,9.335218340538854e-05,1
9992.607900000023,9.457897430762034e-05,1
9992.594660000022,9.590382843049687e-05,1
9992.580950000023,9.727571287334852e-05,1
9992.567450000024,9.862658376891916e-05,1
9992.554490000024,9.992341982875435e-05,1
9992.541440000025,0.0001012292616945151,1
9992.528180000025,0.00010255611710755687,1
9992.514350000025,0.00010394000929176397,1
9992.500530000025,0.00010532290083088845,1
9992.486370000024,0.000106739814303732,1
9992.471770000024,0.00010820075616130282,1
9992.457440000024,0.0001096346806009149,1
9992.443880000024,0.00011099155536716326,1
9992.430080000024,0.00011237244561612251,1
9992.416220000025,0.00011375933973557746,1
9992.402150000025,0.00011516724740231342,1
9992.387730000026,0.00011661017764785108,1
9992.373610000026,0.00011802308854018215,1
9992.359230000025,0.00011946201620538933,1
9992.344200000025,0.00012096598580260481,1
9992.329380000025,0.00012244894185253926,1
9992.315100000025,0.00012387786306655623,1
9992.300360000025,0.00012535281395564774,1
9992.285400000024,0.00012684977903710287,1
9992.270400000025,0.00012835074669888846,1
9992.255250000026,0.00012986672403727736,1
9992.235910000025,1.935498995658523e-06,1
9992.217250000025,3.8029452860970062e-06,1
9992.198950000025,5.63436367382548e-06,1
9992.180310000025,7.499808414163974e-06,1
9992.162800000026,9.252165570940425e-06,1
9992.145390000025,1.0994514977034891e-05,1
9992.127880000025,1.2746872133811343e-05,1
9992.110400000025,1.449622696543781e-05,1
9992.093760000025,1.616151669068024e-05,1
9992.076860000025,1.7852826567950696e-05,1
9992.060100000024,1.9530125594157146e-05,1
9992.042880000025,2.125346027375559e-05,1
9992.026490000024,1.640305210608075e-06,1
9992.009750000025,3.31563829315761e-06,1
9991.993430000024,4.948937929340984e-06,1
9991.977280000025,6.565224027531775e-06,1
9991.960380000024,8.256569851753514e-06,1
9991.942800000024,1.0015969827399458e-05,1
9991.925900000024,1.1707315651621196e-05,1
9991.908480000024,1.3450702885776978e-05,1
9991.891830000024,1.5117028801261053e-05,1
9991.875510000023,1.6750328437444427e-05,1
9991.858810000023,1.8421658334712444e-05,1
9991.841630000023,2.0141026456632985e-05,1
9991.824690000023,2.1836375466136242e-05,1
9991.807710000023,2.3535727661103062e-05,1
9991.790490000023,2.5259098968305122e-05,1
9991.773760000024,2.693343125453428e-05,1
9991.756980000024,2.8612767522547373e-05,1
9991.740000000023,3.0312119717514192e-05,1
9991.722840000024,3.202948624661193e-05,1
9991.705570000024,3.375786153559793e-05,1
9991.687980000024,3.5518262307564254e-05,1
9991.670190000024,3.72986790064843e-05,1
9991.652240000025,3.909510844689451e-05,1
9991.634450000025,4.0875525145814554e-05,1
9991.617790000026,4.2542851857619004e-05,1
9991.600570000026,4.426622316482107e-05,1
9991.582350000026,4.60896741066097e-05,1
9991.564150000026,4.791112345575756e-05,1
9991.540020000026,5.03260450378181e-05,1
9991.511600000025,5.317030825224409e-05,1
9991.482000000025,5.6132665435387576e-05,1
9991.452500000025,5.9085014655145215e-05,1
9991.421840000025,6.215345625097958e-05,1
9991.393260000024,6.501373220689574e-05,1
9991.366240000025,6.771788393282772e-05,1
9991.339980000024,7.034597513659042e-05,1
9991.312740000025,7.307214438211688e-05,1
9991.286690000024,7.567921886260547e-05,1
9991.259050000024,7.844541996203937e-05,1
9991.230890000024,8.126366247140732e-05,1
9991.201330000024,8.422201646926929e-05,1
9991.170370000023,8.732048195544322e-05,1
9991.137810000024,9.057907485688285e-05,1
9991.105760000024,9.37866271447088e-05,1
9991.075020000024,9.686307511128825e-05,1
9991.044840000024,9.988347848247011e-05,1
9991.015060000023,0.00010286384999992654,1
9990.986170000024,0.00010575515064250264,1
9990.956790000024,0.00010869549030605165,1
9990.927100000024,0.00011166685465626058,1
9990.899020000024,0.00011447709079488345,1
9990.870340000025,0.00011734737471418545,1
9990.842390000025,0.0001201446005002793,1
9990.814730000026,0.00012291280319235397,1
9990.787030000025,0.0001256850090698922,1
9990.758900000024,0.000128500249190299,1
9990.730700000024,0.0001313224948851305,1
9990.702200000023,0.00013417476447030158,1
9990.674710000023,0.00013692595362456571,1
9990.645840000023,0.00013981525267450103,1
9990.617980000023,0.00014260347129352942,1
9990.589760000023,0.0001454277185810017,1
9990.560360000023,0.00014837005983719145,1
9990.530870000022,0.00015132140826062872,1
9990.501410000023,0.0001542697542949228,1
9990.470990000023,0.00015731417677833988,1
9990.441050000023,0.0001603105610372865,1
9990.409490000024,0.00016346907430413955,1
9990.377850000024,0.0001666355939417377,1
9990.345970000024,0.0001698261326917531,1
9990.313950000023,0.00017303068259061791,1
9990.281850000023,0.00017624323886022782,1
9990.249090000023,0.00017952184768862118,1
9990.215840000023,0.00018284949553798742,1
9990.183560000023,0.00018608006614172825,1
9990.152490000022,0.00018918954038779046,1
9990.121460000022,0.00019229501144838907,1
9990.090650000022,0.00019537846498939322,1
9990.059730000023,0.0001984729272901036,1
9990.028950000024,0.00020155337844196457,1
9989.998390000024,0.00020461181207423107,1
9989.967590000024,0.00020769426481891484,1
9989.936490000024,0.00021080674145393816,1
9989.905230000024,0.00021393523083045165,1
9989.874350000024,0.00021702568994588051,1
9989.843170000024,0.00022014617295164894,1
9989.812130000024,0.00022325264480856793,1
9989.781110000024,0.0002263571150728462,1
9989.750410000024,0.0002294295598539621,1
9989.719570000025,0.00023251601578392738,1
9989.688850000024,0.00023559046215786605,1
9989.658190000024,0.00023865890375370045,1
9989.627450000024,0.00024173535172027988,1
9989.596550000024,0.0002448278124283495,1
9989.566270000023,0.00024785822376309925,1
