action,equity,position
BUY,9994.872890000013,1
BUY,9994.862920000014,1
BUY,9994.853120000014,1
BUY,9994.844300000015,1
BUY,9994.835740000015,1
BUY,9994.826740000015,1
BUY,9994.818110000015,1
BUY,9994.808860000016,1
BUY,9994.799500000016,1
BUY,9994.790240000015,1
BUY,9994.780360000015,1
BUY,9994.770960000014,1
BUY,9994.761480000014,1
BUY,9994.752340000014,1
BUY,9994.742620000014,1
BUY,9994.733690000014,1
BUY,9994.725240000014,1
BUY,9994.716500000015,1
BUY,9994.707510000015,1
BUY,9994.699570000015,1
BUY,9994.690910000016,1
BUY,9994.682050000016,1
BUY,9994.675210000016,1
BUY,9994.667510000016,1
BUY,9994.660450000016,1
BUY,9994.653210000015,1
BUY,9994.645460000014,1
BUY,9994.638870000013,1
BUY,9994.631850000014,1
BUY,9994.624770000015,1
BUY,9994.617500000015,1
BUY,9994.610210000015,1
BUY,9994.603030000015,1
BUY,9994.595400000015,1
BUY,9994.587200000014,1
BUY,9994.577420000014,1
BUY,9994.568120000014,1
BUY,9994.558530000015,1
BUY,9994.548890000015,1
BUY,9994.538470000014,1
BUY,9994.527050000013,1
BUY,9994.514990000014,1
BUY,9994.503210000013,1
BUY,9994.490890000014,1
BUY,9994.479570000014,1
BUY,9994.468630000014,1
BUY,9994.458350000014,1
BUY,9994.447530000014,1
BUY,9994.436570000014,1
BUY,9994.425570000014,1
BUY,9994.414340000014,1
BUY,9994.403940000015,1
BUY,9994.392860000014,1
BUY,9994.381660000014,1
BUY,9994.370120000014,1
BUY,9994.358000000015,1
BUY,9994.347290000014,1
BUY,9994.337110000015,1
BUY,9994.325850000016,1
BUY,9994.315010000015,1
BUY,9994.303980000015,1
BUY,9994.292970000015,1
BUY,9994.282550000014,1
BUY,9994.273370000015,1
BUY,9994.264010000015,1
BUY,9994.254790000015,1
BUY,9994.244730000015,1
BUY,9994.235380000015,1
BUY,9994.226030000014,1
BUY,9994.215910000014,1
BUY,9994.206520000014,1
BUY,9994.197500000015,1
BUY,9994.186860000014,1
BUY,9994.176770000015,1
BUY,9994.164580000015,1
BUY,9994.153300000014,1
BUY,9994.140700000014,1
BUY,9994.126940000015,1
BUY,9994.111720000015,1
BUY,9994.094210000016,1
BUY,9994.077050000016,1
BUY,9994.060450000015,1
BUY,9994.043050000015,1
BUY,9994.025520000016,1
BUY,9994.007150000016,1
BUY,9993.988600000015,1
BUY,9993.971260000015,1
BUY,9993.954280000014,1
BUY,9993.936820000015,1
BUY,9993.918950000016,1
BUY,9993.901390000015,1
BUY,9993.883930000016,1
BUY,9993.865170000015,1
BUY,9993.847010000016,1
BUY,9993.829610000015,1
BUY,9993.812020000016,1
BUY,9993.794800000016,1
BUY,9993.777630000017,1
BUY,9993.760500000017,1
BUY,9993.743100000016,1
BUY,9993.725700000015,1
BUY,9993.708360000015,1
BUY,9993.691080000015,1
BUY,9993.673850000016,1
BUY,9993.656640000016,1
BUY,9993.639540000016,1
BUY,9993.622720000016,1
BUY,9993.605280000016,1
BUY,9993.587680000017,1
BUY,9993.570390000017,1
BUY,9993.553080000018,1
BUY,9993.534940000018,1
BUY,9993.516640000018,1
BUY,9993.498480000018,1
BUY,9993.481140000018,1
BUY,9993.463790000018,1
BUY,9993.445360000018,1
BUY,9993.426720000018,1
BUY,9993.407920000018,1
BUY,9993.387900000018,1
BUY,9993.368500000019,1
BUY,9993.34982000002,1
BUY,9993.33164000002,1
BUY,9993.314110000021,1
BUY,9993.29612000002,1
BUY,9993.278300000022,1
BUY,9993.260560000022,1
BUY,9993.243310000022,1
BUY,9993.225910000021,1
BUY,9993.20872000002,1
BUY,9993.19150000002,1
BUY,9993.17416000002,1
BUY,9993.15623000002,1
BUY,9993.139290000021,1
BUY,9993.122870000021,1
BUY,9993.106930000022,1
BUY,9993.090450000022,1
BUY,9993.074910000021,1
BUY,9993.058930000021,1
BUY,9993.04360000002,1
BUY,9993.028020000022,1
BUY,9993.013760000022,1
BUY,9992.998880000021,1
BUY,9992.983590000022,1
BUY,9992.96800000002,1
BUY,9992.95326000002,1
BUY,9992.938900000021,1
BUY,9992.92424000002,1
BUY,9992.90932000002,1
BUY,9992.894380000022,1
BUY,9992.878990000021,1
BUY,9992.863490000022,1
BUY,9992.84775000002,1
BUY,9992.832550000021,1
BUY,9992.81710000002,1
BUY,9992.802520000021,1
BUY,9992.787880000022,1
BUY,9992.772890000022,1
BUY,9992.758310000023,1
BUY,9992.743890000023,1
BUY,9992.729230000023,1
BUY,9992.714020000023,1
BUY,9992.699410000023,1
BUY,9992.685860000023,1
BUY,9992.672100000023,1
BUY,9992.658520000023,1
BUY,9992.644360000022,1
BUY,9992.631480000022,1
BUY,9992.620160000022,1
BUY,9992.607900000023,1
BUY,9992.594660000022,1
BUY,9992.580950000023,1
BUY,9992.567450000024,1
BUY,9992.554490000024,1
BUY,9992.541440000025,1
BUY,9992.528180000025,1
BUY,9992.514350000025,1
BUY,9992.500530000025,1
BUY,9992.486370000024,1
BUY,9992.471770000024,1
BUY,9992.457440000024,1
BUY,9992.443880000024,1
BUY,9992.430080000024,1
BUY,9992.416220000025,1
BUY,9992.402150000025,1
BUY,9992.387730000026,1
BUY,9992.373610000026,1
BUY,9992.359230000025,1
BUY,9992.344200000025,1
BUY,9992.329380000025,1
BUY,9992.315100000025,1
BUY,9992.300360000025,1
BUY,9992.285400000024,1
BUY,9992.270400000025,1
BUY,9992.255250000026,1
BUY,9992.235910000025,1
BUY,9992.217250000025,1
BUY,9992.198950000025,1
BUY,9992.180310000025,1
BUY,9992.162800000026,1
BUY,9992.145390000025,1
BUY,9992.127880000025,1
BUY,9992.110400000025,1
BUY,9992.093760000025,1
BUY,9992.076860000025,1
BUY,9992.060100000024,1
BUY,9992.042880000025,1
BUY,9992.026490000024,1
BUY,9992.009750000025,1
BUY,9991.993430000024,1
BUY,9991.977280000025,1
BUY,9991.960380000024,1
BUY,9991.942800000024,1
BUY,9991.925900000024,1
BUY,9991.908480000024,1
BUY,9991.891830000024,1
BUY,9991.875510000023,1
BUY,9991.858810000023,1
BUY,9991.841630000023,1
BUY,9991.824690000023,1
BUY,9991.807710000023,1
BUY,9991.790490000023,1
BUY,9991.773760000024,1
BUY,9991.756980000024,1
BUY,9991.740000000023,1
BUY,9991.722840000024,1
BUY,9991.705570000024,1
BUY,9991.687980000024,1
BUY,9991.670190000024,1
BUY,9991.652240000025,1
BUY,9991.634450000025,1
BUY,9991.617790000026,1
BUY,9991.600570000026,1
BUY,9991.582350000026,1
BUY,9991.564150000026,1
BUY,9991.540020000026,1
BUY,9991.511600000025,1
BUY,9991.482000000025,1
BUY,9991.452500000025,1
BUY,9991.421840000025,1
BUY,9991.393260000024,1
BUY,9991.366240000025,1
BUY,9991.339980000024,1
BUY,9991.312740000025,1
BUY,9991.286690000024,1
BUY,9991.259050000024,1
BUY,9991.230890000024,1
BUY,9991.201330000024,1
BUY,9991.170370000023,1
BUY,9991.137810000024,1
BUY,9991.105760000024,1
BUY,9991.075020000024,1
BUY,9991.044840000024,1
BUY,9991.015060000023,1
BUY,9990.986170000024,1
BUY,9990.956790000024,1
BUY,9990.927100000024,1
BUY,9990.899020000024,1
BUY,9990.870340000025,1
BUY,9990.842390000025,1
BUY,9990.814730000026,1
BUY,9990.787030000025,1
BUY,9990.758900000024,1
BUY,9990.730700000024,1
BUY,9990.702200000023,1
BUY,9990.674710000023,1
BUY,9990.645840000023,1
BUY,9990.617980000023,1
BUY,9990.589760000023,1
BUY,9990.560360000023,1
BUY,9990.530870000022,1
BUY,9990.501410000023,1
BUY,9990.470990000023,1
BUY,9990.441050000023,1
BUY,9990.409490000024,1
BUY,9990.377850000024,1
BUY,9990.345970000024,1
BUY,9990.313950000023,1
BUY,9990.281850000023,1
BUY,9990.249090000023,1
BUY,9990.215840000023,1
BUY,9990.183560000023,1
BUY,9990.152490000022,1
BUY,9990.121460000022,1
BUY,9990.090650000022,1
BUY,9990.059730000023,1
BUY,9990.028950000024,1
BUY,9989.998390000024,1
BUY,9989.967590000024,1
BUY,9989.936490000024,1
BUY,9989.905230000024,1
BUY,9989.874350000024,1
BUY,9989.843170000024,1
BUY,9989.812130000024,1
BUY,9989.781110000024,1
BUY,9989.750410000024,1
BUY,9989.719570000025,1
BUY,9989.688850000024,1
BUY,9989.658190000024,1
BUY,9989.627450000024,1
BUY,9989.596550000024,1
BUY,9989.566270000023,1
BUY,9989.535810000023,1
BUY,9989.506230000023,1
BUY,9989.476230000022,1
BUY,9989.446530000023,1
BUY,9989.416950000023,1
BUY,9989.387290000022,1
BUY,9989.357690000023,1
BUY,9989.328070000023,1
BUY,9989.298720000023,1
BUY,9989.269100000023,1
BUY,9989.239180000022,1
BUY,9989.209680000022,1
BUY,9989.179960000021,1
BUY,9989.15017000002,1
BUY,9989.120770000021,1
BUY,9989.09171000002,1
BUY,9989.06333000002,1
BUY,9989.034510000021,1
BUY,9989.005780000021,1
BUY,9988.977120000021,1
BUY,9988.948800000022,1
BUY,9988.920640000022,1
BUY,9988.892030000023,1
BUY,9988.863170000022,1
BUY,9988.834190000023,1
BUY,9988.804830000023,1
BUY,9988.775390000023,1
BUY,9988.746690000022,1
BUY,9988.717830000021,1
BUY,9988.688500000022,1
BUY,9988.660040000022,1
BUY,9988.632380000023,1
BUY,9988.603950000022,1
BUY,9988.575170000022,1
BUY,9988.545910000023,1
BUY,9988.516430000023,1
BUY,9988.487610000024,1
BUY,9988.458390000023,1
BUY,9988.429370000023,1
BUY,9988.400360000023,1
BUY,9988.371040000024,1
BUY,9988.341160000024,1
BUY,9988.312080000023,1
BUY,9988.282400000024,1
BUY,9988.252880000024,1
BUY,9988.223650000024,1
BUY,9988.194600000024,1
BUY,9988.165420000025,1
BUY,9988.136110000025,1
BUY,9988.107200000024,1
BUY,9988.078520000025,1
BUY,9988.051580000025,1
BUY,9988.024620000026,1
BUY,9987.998340000026,1
BUY,9987.972500000025,1
BUY,9987.947080000025,1
BUY,9987.920620000026,1
BUY,9987.893840000026,1
BUY,9987.867610000027,1
BUY,9987.842790000026,1
BUY,9987.818910000025,1
BUY,9987.795400000025,1
BUY,9987.772550000025,1
BUY,9987.749820000025,1
BUY,9987.727310000024,1
BUY,9987.704250000024,1
BUY,9987.680990000024,1
BUY,9987.659050000024,1
BUY,9987.636620000023,1
BUY,9987.613990000023,1
BUY,9987.590810000023,1
BUY,9987.567930000023,1
BUY,9987.545630000022,1
BUY,9987.523190000022,1
BUY,9987.501060000022,1
BUY,9987.479360000023,1
BUY,9987.457860000022,1
BUY,9987.436400000022,1
BUY,9987.415080000022,1
BUY,9987.393900000023,1
BUY,9987.372870000023,1
BUY,9987.351720000022,1
BUY,9987.331030000023,1
BUY,9987.310320000022,1
BUY,9987.288780000023,1
BUY,9987.267550000022,1
BUY,9987.246150000023,1
BUY,9987.224730000024,1
BUY,9987.203410000024,1
BUY,9987.182250000023,1
BUY,9987.161210000024,1
BUY,9987.140270000024,1
BUY,9987.120000000023,1
BUY,9987.098810000023,1
BUY,9987.077810000023,1
BUY,9987.056750000023,1
BUY,9987.035320000023,1
BUY,9987.013940000023,1
BUY,9986.993300000022,1
BUY,9986.972060000022,1
BUY,9986.951280000021,1
BUY,9986.930610000021,1
BUY,9986.910290000022,1
BUY,9986.889280000021,1
BUY,9986.868120000021,1
BUY,9986.84676000002,1
BUY,9986.82540000002,1
BUY,9986.803900000019,1
BUY,9986.782760000018,1
BUY,9986.761680000018,1
BUY,9986.740300000018,1
BUY,9986.719300000017,1
BUY,9986.698840000017,1
BUY,9986.677960000017,1
BUY,9986.657460000017,1
BUY,9986.636730000017,1
BUY,9986.615590000016,1
BUY,9986.594630000016,1
BUY,9986.573250000016,1
BUY,9986.552210000016,1
BUY,9986.530850000016,1
BUY,9986.509430000016,1
BUY,9986.488910000016,1
BUY,9986.468290000017,1
BUY,9986.447070000017,1
BUY,9986.425310000017,1
BUY,9986.404550000017,1
BUY,9986.385010000018,1
BUY,9986.366510000018,1
BUY,9986.349170000018,1
BUY,9986.333210000017,1
BUY,9986.316530000016,1
BUY,9986.300380000017,1
BUY,9986.285200000017,1
BUY,9986.270630000017,1
BUY,9986.256530000017,1
BUY,9986.241750000017,1
BUY,9986.226210000017,1
BUY,9986.209830000018,1
BUY,9986.193130000018,1
BUY,9986.176210000018,1
BUY,9986.158870000017,1
BUY,9986.140910000018,1
BUY,9986.123370000018,1
BUY,9986.105110000017,1
BUY,9986.086330000016,1
BUY,9986.068790000016,1
BUY,9986.051780000016,1
BUY,9986.034310000015,1
BUY,9986.015650000016,1
BUY,9985.997770000016,1
BUY,9985.980630000016,1
BUY,9985.962630000016,1
BUY,9985.944300000016,1
BUY,9985.925600000015,1
BUY,9985.906920000016,1
BUY,9985.888100000016,1
BUY,9985.868560000017,1
BUY,9985.849350000017,1
BUY,9985.829500000016,1
BUY,9985.810000000016,1
BUY,9985.790480000016,1
BUY,9985.770640000015,1
BUY,9985.749200000015,1
BUY,9985.728090000015,1
BUY,9985.707170000014,1
BUY,9985.686570000014,1
BUY,9985.665060000014,1
BUY,9985.643980000013,1
BUY,9985.621190000013,1
BUY,9985.598490000013,1
BUY,9985.576490000012,1
BUY,9985.554310000012,1
BUY,9985.531670000013,1
BUY,9985.509230000012,1
BUY,9985.486420000012,1
BUY,9985.463160000012,1
BUY,9985.439890000012,1
BUY,9985.416620000013,1
BUY,9985.393940000013,1
BUY,9985.371220000012,1
BUY,9985.348780000011,1
BUY,9985.326500000012,1
BUY,9985.303950000012,1
BUY,9985.281700000012,1
BUY,9985.259710000013,1
BUY,9985.237880000013,1
BUY,9985.216200000013,1
BUY,9985.194460000013,1
BUY,9985.173040000014,1
BUY,9985.151700000015,1
BUY,9985.130360000016,1
BUY,9985.108500000015,1
BUY,9985.086420000014,1
BUY,9985.065240000014,1
BUY,9985.043970000015,1
BUY,9985.023120000014,1
BUY,9985.002660000015,1
BUY,9984.982170000014,1
BUY,9984.961910000015,1
BUY,9984.941230000015,1
BUY,9984.920740000014,1
BUY,9984.899800000014,1
BUY,9984.878960000015,1
BUY,9984.858420000015,1
BUY,9984.837960000015,1
BUY,9984.818020000015,1
BUY,9984.797980000016,1
BUY,9984.777640000017,1
BUY,9984.757180000017,1
BUY,9984.736880000017,1
BUY,9984.716320000016,1
BUY,9984.695600000015,1
BUY,9984.675060000016,1
BUY,9984.654120000016,1
BUY,9984.632880000016,1
BUY,9984.612200000016,1
BUY,9984.591780000015,1
BUY,9984.572580000015,1
BUY,9984.554220000015,1
BUY,9984.536920000015,1
BUY,9984.518780000015,1
BUY,9984.499920000015,1
BUY,9984.480110000015,1
BUY,9984.459830000014,1
BUY,9984.439590000015,1
BUY,9984.419240000014,1
BUY,9984.400060000014,1
BUY,9984.381060000014,1
BUY,9984.362160000015,1
BUY,9984.342700000016,1
BUY,9984.322980000015,1
BUY,9984.303200000015,1
BUY,9984.283490000014,1
BUY,9984.264250000015,1
BUY,9984.244970000014,1
BUY,9984.224980000014,1
BUY,9984.204320000013,1
BUY,9984.183760000013,1
BUY,9984.162310000012,1
BUY,9984.140590000012,1
BUY,9984.119440000011,1
BUY,9984.098840000011,1
BUY,9984.079020000012,1
BUY,9984.060000000012,1
BUY,9984.042090000012,1
BUY,9984.022450000011,1
BUY,9984.002410000012,1
BUY,9983.982470000012,1
BUY,9983.962750000012,1
BUY,9983.94183000001,1
BUY,9983.919630000011,1
BUY,9983.898250000011,1
BUY,9983.87753000001,1
BUY,9983.855630000011,1
BUY,9983.832990000012,1
BUY,9983.811790000012,1
BUY,9983.789650000013,1
BUY,9983.767730000014,1
BUY,9983.745670000015,1
BUY,9983.723730000014,1
BUY,9983.701720000014,1
BUY,9983.679290000013,1
BUY,9983.656460000013,1
BUY,9983.633570000013,1
BUY,9983.611290000013,1
BUY,9983.588410000013,1
BUY,9983.566250000013,1
BUY,9983.543930000013,1
BUY,9983.521350000012,1
BUY,9983.499440000012,1
BUY,9983.477910000012,1
BUY,9983.456270000012,1
BUY,9983.434790000012,1
BUY,9983.413390000012,1
BUY,9983.391800000012,1
BUY,9983.370410000012,1
BUY,9983.349010000013,1
BUY,9983.327410000013,1
BUY,9983.306190000012,1
BUY,9983.285030000012,1
BUY,9983.263750000011,1
BUY,9983.24246000001,1
BUY,9983.221620000011,1
BUY,9983.200810000011,1
BUY,9983.18017000001,1
BUY,9983.159330000011,1
BUY,9983.138490000012,1
BUY,9983.117690000012,1
BUY,9983.097460000012,1
BUY,9983.077060000012,1
BUY,9983.057100000013,1
BUY,9983.037570000013,1
BUY,9983.018090000012,1
BUY,9982.997970000013,1
BUY,9982.978610000013,1
BUY,9982.958930000013,1
BUY,9982.939770000014,1
BUY,9982.920290000013,1
BUY,9982.900650000012,1
BUY,9982.880850000012,1
BUY,9982.860910000012,1
BUY,9982.841150000013,1
BUY,9982.821390000014,1
BUY,9982.801430000014,1
BUY,9982.781230000013,1
BUY,9982.761110000014,1
BUY,9982.740930000014,1
BUY,9982.721250000015,1
BUY,9982.702190000015,1
BUY,9982.682890000015,1
BUY,9982.664270000014,1
BUY,9982.645830000014,1
BUY,9982.627350000013,1
BUY,9982.609110000014,1
BUY,9982.590610000014,1
BUY,9982.571820000014,1
BUY,9982.553210000015,1
BUY,9982.534610000015,1
BUY,9982.515850000014,1
BUY,9982.496710000014,1
BUY,9982.476910000014,1
BUY,9982.457120000014,1
BUY,9982.437760000013,1
BUY,9982.417660000014,1
BUY,9982.397900000014,1
BUY,9982.378650000015,1
BUY,9982.358800000015,1
BUY,9982.338240000014,1
BUY,9982.317220000014,1
BUY,9982.296520000014,1
BUY,9982.275880000014,1
BUY,9982.255860000014,1
BUY,9982.236280000014,1
BUY,9982.216460000014,1
BUY,9982.196100000014,1
BUY,9982.175520000013,1
BUY,9982.154780000013,1
BUY,9982.134430000013,1
BUY,9982.113870000012,1
BUY,9982.093570000012,1
BUY,9982.073290000011,1
BUY,9982.05228000001,1
BUY,9982.031940000012,1
BUY,9982.011980000012,1
BUY,9981.990640000013,1
BUY,9981.968770000012,1
BUY,9981.944570000012,1
BUY,9981.920020000012,1
BUY,9981.895620000012,1
BUY,9981.869950000011,1
BUY,9981.844650000012,1
BUY,9981.818650000012,1
BUY,9981.792330000011,1
BUY,9981.76607000001,1
BUY,9981.74032000001,1
BUY,9981.71481000001,1
BUY,9981.68926000001,1
BUY,9981.66366000001,1
BUY,9981.63760000001,1
BUY,9981.61208000001,1
BUY,9981.586480000009,1
BUY,9981.56118000001,1
BUY,9981.53634000001,1
BUY,9981.51158000001,1
BUY,9981.486840000009,1
BUY,9981.46240000001,1
BUY,9981.43790000001,1
BUY,9981.41281000001,1
BUY,9981.38792000001,1
BUY,9981.36272000001,1
BUY,9981.33758000001,1
BUY,9981.31410000001,1
BUY,9981.29193000001,1
BUY,9981.27004000001,1
BUY,9981.24758000001,1
BUY,9981.22503000001,1
BUY,9981.20363000001,1
BUY,9981.18247000001,1
BUY,9981.161210000011,1
BUY,9981.140230000012,1
BUY,9981.119330000012,1
BUY,9981.098510000013,1
BUY,9981.076960000013,1
BUY,9981.055830000014,1
BUY,9981.034460000013,1
BUY,9981.013220000013,1
BUY,9980.991550000013,1
BUY,9980.971280000012,1
BUY,9980.950260000012,1
BUY,9980.928460000012,1
BUY,9980.906660000011,1
BUY,9980.884260000012,1
BUY,9980.862320000011,1
BUY,9980.841060000012,1
BUY,9980.818920000012,1
BUY,9980.797130000012,1
BUY,9980.775310000012,1
BUY,9980.753650000011,1
BUY,9980.731870000012,1
BUY,9980.709970000013,1
BUY,9980.687940000013,1
BUY,9980.666500000012,1
BUY,9980.644660000013,1
BUY,9980.623040000013,1
BUY,9980.601420000014,1
BUY,9980.579920000013,1
BUY,9980.557920000012,1
BUY,9980.536410000012,1
BUY,9980.515670000012,1
BUY,9980.495710000012,1
BUY,9980.476370000011,1
BUY,9980.457270000012,1
BUY,9980.438850000011,1
BUY,9980.421650000011,1
BUY,9980.405160000011,1
BUY,9980.388960000011,1
BUY,9980.373740000012,1
BUY,9980.358600000012,1
BUY,9980.342710000012,1
BUY,9980.328420000013,1
BUY,9980.315200000012,1
BUY,9980.301720000012,1
BUY,9980.289020000013,1
BUY,9980.277000000013,1
BUY,9980.264740000013,1
BUY,9980.252470000014,1
BUY,9980.239800000014,1
BUY,9980.227620000014,1
BUY,9980.215280000015,1
BUY,9980.202150000016,1
BUY,9980.188970000016,1
BUY,9980.176260000015,1
BUY,9980.162710000015,1
BUY,9980.149090000015,1
BUY,9980.135730000015,1
BUY,9980.121410000014,1
BUY,9980.107430000015,1
BUY,9980.093370000015,1
BUY,9980.078610000015,1
BUY,9980.063740000014,1
BUY,9980.048660000015,1
BUY,9980.033040000015,1
BUY,9980.018260000015,1
BUY,9980.003610000016,1
BUY,9979.988950000015,1
BUY,9979.974350000015,1
BUY,9979.959580000015,1
BUY,9979.943190000015,1
BUY,9979.926990000014,1
BUY,9979.910710000015,1
BUY,9979.894410000015,1
BUY,9979.877930000015,1
BUY,9979.860730000015,1
BUY,9979.843530000015,1
BUY,9979.826400000014,1
BUY,9979.809410000014,1
BUY,9979.791900000015,1
BUY,9979.774580000014,1
BUY,9979.757400000013,1
BUY,9979.740870000012,1
BUY,9979.724530000012,1
BUY,9979.708090000013,1
BUY,9979.691580000013,1
BUY,9979.675580000014,1
BUY,9979.659910000013,1
BUY,9979.643910000013,1
BUY,9979.628150000013,1
BUY,9979.612330000013,1
BUY,9979.596720000012,1
BUY,9979.580980000012,1
BUY,9979.565300000011,1
BUY,9979.549640000012,1
BUY,9979.533900000011,1
BUY,9979.517960000012,1
BUY,9979.501840000012,1
BUY,9979.485370000011,1
BUY,9979.468670000011,1
BUY,9979.452110000011,1
BUY,9979.435390000011,1
BUY,9979.418620000011,1
BUY,9979.40136000001,1
BUY,9979.38350000001,1
BUY,9979.36572000001,1
BUY,9979.348500000011,1
BUY,9979.33232000001,1
BUY,9979.31685000001,1
BUY,9979.30097000001,1
BUY,9979.284800000009,1
BUY,9979.268980000008,1
BUY,9979.253350000008,1
BUY,9979.237470000007,1
BUY,9979.220650000007,1
BUY,9979.204810000007,1
BUY,9979.189110000007,1
BUY,9979.173680000007,1
BUY,9979.158160000006,1
BUY,9979.142410000006,1
BUY,9979.126990000006,1
BUY,9979.111720000006,1
BUY,9979.095940000007,1
BUY,9979.080840000006,1
BUY,9979.066500000006,1
BUY,9979.051830000006,1
BUY,9979.037270000006,1
BUY,9979.023450000006,1
BUY,9979.008810000007,1
BUY,9978.994570000006,1
BUY,9978.980320000006,1
BUY,9978.967420000006,1
BUY,9978.954500000007,1
BUY,9978.941680000007,1
BUY,9978.929290000007,1
BUY,9978.915640000007,1
BUY,9978.901740000007,1
BUY,9978.886890000007,1
BUY,9978.872720000007,1
BUY,9978.859380000007,1
BUY,9978.845460000008,1
BUY,9978.830620000008,1
BUY,9978.816140000008,1
BUY,9978.800980000007,1
BUY,9978.785630000008,1
BUY,9978.770210000008,1
BUY,9978.754640000008,1
BUY,9978.739590000008,1
BUY,9978.724470000008,1
BUY,9978.709220000008,1
BUY,9978.693810000008,1
BUY,9978.677630000007,1
BUY,9978.660400000008,1
BUY,9978.643540000008,1
BUY,9978.626960000009,1
BUY,9978.609770000008,1
BUY,9978.593050000009,1
BUY,9978.576470000009,1
BUY,9978.56103000001,1
BUY,9978.54732000001,1
BUY,9978.53364000001,1
BUY,9978.51940000001,1
BUY,9978.50624000001,1
BUY,9978.49195000001,1
BUY,9978.47793000001,1
BUY,9978.46338000001,1
BUY,9978.44867000001,1
BUY,9978.433970000011,1
BUY,9978.41871000001,1
BUY,9978.40355000001,1
BUY,9978.38922000001,1
BUY,9978.37470000001,1
BUY,9978.36136000001,1
BUY,9978.34856000001,1
BUY,9978.335920000009,1
BUY,9978.323710000008,1
BUY,9978.311580000009,1
BUY,9978.298990000008,1
BUY,9978.286220000009,1
BUY,9978.27382000001,1
BUY,9978.261670000009,1
BUY,9978.249740000008,1
BUY,9978.237770000009,1
BUY,9978.22594000001,1
BUY,9978.214290000009,1
BUY,9978.202550000009,1
BUY,9978.190890000009,1
BUY,9978.179110000008,1
BUY,9978.167260000007,1
BUY,9978.155510000008,1
BUY,9978.143770000008,1
BUY,9978.132310000008,1
BUY,9978.120450000008,1
BUY,9978.108610000008,1
BUY,9978.096690000008,1
BUY,9978.085010000008,1
BUY,9978.073730000007,1
BUY,9978.062320000008,1
BUY,9978.051130000009,1
BUY,9978.03995000001,1
BUY,9978.029670000009,1
BUY,9978.01927000001,1
BUY,9978.00881000001,1
BUY,9977.99826000001,1
BUY,9977.98710000001,1
BUY,9977.97634000001,1
BUY,9977.96616000001,1
BUY,9977.957920000012,1
BUY,9977.949780000012,1
BUY,9977.941940000012,1
BUY,9977.934100000011,1
BUY,9977.926300000012,1
BUY,9977.918650000012,1
BUY,9977.911680000012,1
BUY,9977.905080000011,1
BUY,9977.897880000011,1
BUY,9977.89071000001,1
BUY,9977.88415000001,1
BUY,9977.87703000001,1
BUY,9977.86991000001,1
BUY,9977.86349000001,1
BUY,9977.85681000001,1
BUY,9977.84999000001,1
BUY,9977.843830000009,1
BUY,9977.838450000008,1
BUY,9977.832330000008,1
BUY,9977.825590000008,1
BUY,9977.817510000008,1
BUY,9977.810210000009,1
BUY,9977.80313000001,1
BUY,9977.795460000008,1
BUY,9977.787860000008,1
BUY,9977.780160000008,1
BUY,9977.772180000007,1
BUY,9977.764440000008,1
BUY,9977.756840000007,1
BUY,9977.748600000008,1
BUY,9977.741830000008,1
BUY,9977.735290000008,1
BUY,9977.729710000009,1
BUY,9977.725670000009,1
BUY,9977.72089000001,1
BUY,9977.71475000001,1
BUY,9977.70851000001,1
BUY,9977.70233000001,1
BUY,9977.695070000009,1
BUY,9977.687440000009,1
BUY,9977.679550000008,1
BUY,9977.671850000008,1
BUY,9977.663900000009,1
BUY,9977.657370000008,1
BUY,9977.650130000007,1
BUY,9977.643200000008,1
BUY,9977.636160000007,1
BUY,9977.629830000007,1
BUY,9977.624570000007,1
BUY,9977.618170000007,1
BUY,9977.612510000006,1
BUY,9977.606570000007,1
BUY,9977.601230000007,1
BUY,9977.595150000008,1
BUY,9977.589090000009,1
BUY,9977.583350000008,1
BUY,9977.577810000008,1
BUY,9977.571910000008,1
BUY,9977.566160000008,1
BUY,9977.560190000007,1
BUY,9977.555110000007,1
BUY,9977.550720000007,1
BUY,9977.545120000006,1
BUY,9977.539920000007,1
BUY,9977.533740000006,1
BUY,9977.527650000005,1
BUY,9977.521700000005,1
BUY,9977.515020000004,1
BUY,9977.508710000004,1
BUY,9977.501630000004,1
BUY,9977.494550000005,1
BUY,9977.486430000004,1
BUY,9977.478720000005,1
BUY,9977.471460000004,1
BUY,9977.464500000004,1
BUY,9977.457600000003,1
BUY,9977.450560000003,1
BUY,9977.443510000003,1
BUY,9977.436470000002,1
BUY,9977.429370000002,1
BUY,9977.421540000001,1
BUY,9977.413770000001,1
BUY,9977.40557,1
BUY,9977.39709,1
BUY,9977.388990000001,1
BUY,9977.38145,1
BUY,9977.37411,1
BUY,9977.367310000001,1
BUY,9977.361350000001,1
BUY,9977.35483,1
BUY,9977.34801,1
BUY,9977.34073,1
BUY,9977.33351,1
BUY,9977.32725,1
BUY,9977.32041,1
BUY,9977.31417,1
BUY,9977.30811,1
BUY,9977.30197,1
BUY,9977.29636,1
BUY,9977.29024,1
BUY,9977.28397,1
BUY,9977.277670000001,1
BUY,9977.27108,1
BUY,9977.26438,1
BUY,9977.257380000001,1
BUY,9977.250390000001,1
BUY,9977.24342,1
BUY,9977.23672,1
BUY,9977.229490000002,1
BUY,9977.222480000002,1
BUY,9977.215450000002,1
BUY,9977.208790000002,1
BUY,9977.202520000003,1
BUY,9977.195960000003,1
BUY,9977.188710000002,1
