datetime,open,high,low,close,volume
2025-04-22 11:26:00,1.33726,1.33742,1.33724,1.33736,0
2025-04-22 11:27:00,1.33736,1.33749,1.33735,1.33745,0
2025-04-22 11:28:00,1.33748,1.33759,1.33743,1.33759,0
2025-04-22 11:29:00,1.33757,1.33767,1.33745,1.33746,0
2025-04-22 11:30:00,1.33745,1.33765,1.33745,1.33756,0
2025-04-22 11:31:00,1.33755,1.33755,1.33732,1.3374,0
2025-04-22 11:32:00,1.33739,1.33742,1.3371,1.33714,0
2025-04-22 11:33:00,1.33712,1.33752,1.3371,1.3375,0
2025-04-22 11:34:00,1.3375,1.33764,1.33746,1.3376,0
2025-04-22 11:35:00,1.33762,1.33766,1.33756,1.33764,0
2025-04-22 11:36:00,1.33764,1.33764,1.33744,1.33744,0
2025-04-22 11:37:00,1.33746,1.3376,1.33739,1.33745,0
2025-04-22 11:38:00,1.33744,1.33784,1.33744,1.33779,0
2025-04-22 11:39:00,1.33778,1.33778,1.33765,1.33774,0
2025-04-22 11:40:00,1.33775,1.33776,1.33765,1.33766,0
2025-04-22 11:41:00,1.33766,1.33767,1.33748,1.33749,0
2025-04-22 11:42:00,1.33748,1.33758,1.33746,1.33756,0
2025-04-22 11:43:00,1.33754,1.33758,1.33742,1.33756,0
2025-04-22 11:44:00,1.33756,1.33774,1.33739,1.33749,0
2025-04-22 11:45:00,1.3375,1.33756,1.33734,1.33735,0
2025-04-22 11:46:00,1.33736,1.33764,1.33734,1.33755,0
2025-04-22 11:47:00,1.33754,1.33788,1.33746,1.33788,0
2025-04-22 11:48:00,1.33788,1.33814,1.33786,1.33814,0
2025-04-22 11:49:00,1.33816,1.3383,1.33816,1.33828,0
2025-04-22 11:50:00,1.33828,1.33848,1.33826,1.33836,0
2025-04-22 11:51:00,1.33836,1.33838,1.33792,1.33792,0
2025-04-22 11:52:00,1.33794,1.338,1.33781,1.33786,0
2025-04-22 11:53:00,1.33786,1.3379,1.33771,1.33772,0
2025-04-22 11:54:00,1.33775,1.3378,1.33738,1.33739,0
2025-04-22 11:55:00,1.33738,1.33796,1.33738,1.33756,0
2025-04-22 11:56:00,1.33755,1.338,1.33732,1.33782,0
2025-04-22 11:57:00,1.33781,1.33788,1.33765,1.33776,0
2025-04-22 11:58:00,1.33774,1.33798,1.33754,1.33757,0
2025-04-22 11:59:00,1.33756,1.33794,1.33756,1.33774,0
2025-04-22 12:00:00,1.33773,1.33804,1.33768,1.33786,0
2025-04-22 12:01:00,1.33788,1.33822,1.33746,1.33794,0
2025-04-22 12:02:00,1.33795,1.338,1.33763,1.33768,0
2025-04-22 12:03:00,1.33769,1.33775,1.33761,1.33765,0
2025-04-22 12:04:00,1.33767,1.3378,1.33762,1.3377,0
2025-04-22 12:05:00,1.33768,1.3377,1.33752,1.33764,0
2025-04-22 12:06:00,1.33765,1.33774,1.33739,1.33743,0
2025-04-22 12:07:00,1.33745,1.33746,1.33691,1.33692,0
2025-04-22 12:08:00,1.33694,1.33699,1.3366,1.33663,0
2025-04-22 12:09:00,1.33662,1.33674,1.33643,1.33664,0
2025-04-22 12:10:00,1.33664,1.33716,1.33664,1.33696,0
2025-04-22 12:11:00,1.33696,1.33698,1.33683,1.33696,0
2025-04-22 12:12:00,1.33694,1.33712,1.3368,1.33712,0
2025-04-22 12:13:00,1.33715,1.33732,1.33702,1.33708,0
2025-04-22 12:14:00,1.33708,1.33712,1.3365,1.33654,0
2025-04-22 12:15:00,1.33653,1.33656,1.33624,1.33635,0
2025-04-22 12:16:00,1.33638,1.33646,1.33596,1.33606,0
2025-04-22 12:17:00,1.33605,1.33606,1.33575,1.33597,0
2025-04-22 12:18:00,1.33599,1.33604,1.3359,1.33603,0
2025-04-22 12:19:00,1.33604,1.33616,1.33598,1.33614,0
2025-04-22 12:20:00,1.33616,1.3365,1.33614,1.33647,0
2025-04-22 12:21:00,1.33646,1.33652,1.33628,1.3365,0
2025-04-22 12:22:00,1.3365,1.33655,1.33622,1.3363,0
2025-04-22 12:23:00,1.33627,1.3364,1.33583,1.3359,0
2025-04-22 12:24:00,1.33592,1.33612,1.33584,1.3361,0
2025-04-22 12:25:00,1.3361,1.3361,1.33587,1.33591,0
2025-04-22 12:26:00,1.33592,1.33601,1.3358,1.33592,0
2025-04-22 12:27:00,1.33592,1.3361,1.33586,1.33598,0
2025-04-22 12:28:00,1.33598,1.33603,1.33551,1.33582,0
2025-04-22 12:29:00,1.33582,1.33624,1.33582,1.33615,0
2025-04-22 12:30:00,1.33616,1.33652,1.33616,1.3365,0
2025-04-22 12:31:00,1.33652,1.33654,1.3362,1.33623,0
2025-04-22 12:32:00,1.33624,1.33634,1.33612,1.33625,0
2025-04-22 12:33:00,1.33624,1.33626,1.33604,1.33604,0
2025-04-22 12:34:00,1.33604,1.33628,1.33601,1.33613,0
2025-04-22 12:35:00,1.33614,1.33626,1.3361,1.3362,0
2025-04-22 12:36:00,1.3362,1.33622,1.336,1.33612,0
2025-04-22 12:37:00,1.33612,1.33646,1.33603,1.3364,0
2025-04-22 12:38:00,1.33643,1.33646,1.33631,1.33636,0
2025-04-22 12:39:00,1.33636,1.33643,1.33624,1.33624,0
2025-04-22 12:40:00,1.33621,1.3363,1.3362,1.33623,0
2025-04-22 12:41:00,1.33624,1.33632,1.33613,1.33621,0
2025-04-22 12:42:00,1.33622,1.33632,1.33621,1.33624,0
2025-04-22 12:43:00,1.33626,1.33636,1.33621,1.33623,0
2025-04-22 12:44:00,1.33624,1.3363,1.33602,1.33606,0
2025-04-22 12:45:00,1.33606,1.3361,1.3359,1.33591,0
2025-04-22 12:46:00,1.33592,1.33615,1.33592,1.33604,0
