datetime,open,high,low,close,volume
2025-05-15 00:00:00,1.11814,1.11824,1.11794,1.11796,0
2025-05-15 00:01:00,1.11796,1.11796,1.11766,1.11778,0
2025-05-15 00:02:00,1.1178,1.11796,1.11777,1.11794,0
2025-05-15 00:03:00,1.11796,1.11798,1.11772,1.11779,0
2025-05-15 00:04:00,1.11777,1.11777,1.1176,1.11775,0
2025-05-15 00:05:00,1.11776,1.11788,1.11772,1.11772,0
2025-05-15 00:06:00,1.11776,1.11802,1.11774,1.118,0
2025-05-15 00:07:00,1.11798,1.11801,1.11783,1.11786,0
2025-05-15 00:08:00,1.11784,1.11796,1.11784,1.11794,0
2025-05-15 00:09:00,1.11796,1.11799,1.11788,1.11796,0
2025-05-15 00:10:00,1.11798,1.11814,1.11798,1.1181,0
2025-05-15 00:11:00,1.1181,1.11823,1.11798,1.11803,0
2025-05-15 00:12:00,1.11804,1.11804,1.11792,1.11794,0
2025-05-15 00:13:00,1.11794,1.118,1.11793,1.11798,0
2025-05-15 00:14:00,1.11799,1.11804,1.11789,1.11794,0
2025-05-15 00:15:00,1.11794,1.11798,1.1178,1.11788,0
2025-05-15 00:16:00,1.11791,1.11814,1.11791,1.1181,0
2025-05-15 00:17:00,1.11812,1.11824,1.11808,1.11822,0
2025-05-15 00:18:00,1.11824,1.11824,1.11812,1.11822,0
2025-05-15 00:19:00,1.11822,1.1185,1.11822,1.1185,0
2025-05-15 00:20:00,1.11849,1.11849,1.1184,1.1184,0
2025-05-15 00:21:00,1.11838,1.11848,1.11834,1.11842,0
2025-05-15 00:22:00,1.11843,1.11849,1.11836,1.11845,0
2025-05-15 00:23:00,1.11844,1.11857,1.11844,1.1185,0
2025-05-15 00:24:00,1.11852,1.11858,1.11848,1.11853,0
2025-05-15 00:25:00,1.11851,1.11874,1.11848,1.11868,0
2025-05-15 00:26:00,1.11868,1.11876,1.11866,1.11875,0
2025-05-15 00:27:00,1.11874,1.11896,1.11874,1.11894,0
2025-05-15 00:28:00,1.11896,1.119,1.11888,1.1189,0
2025-05-15 00:29:00,1.11891,1.11892,1.11884,1.11884,0
2025-05-15 00:30:00,1.11885,1.11899,1.11882,1.11884,0
2025-05-15 00:31:00,1.11888,1.11917,1.11884,1.11916,0
2025-05-15 00:32:00,1.11914,1.11927,1.11908,1.11923,0
