step,action,pre_position,post_position,pre_equity,post_equity,reward,cost_incurred
703,BUY,1,1,9997.02723,9997.02225,-0.1579799999997049,0.004979999999704887
704,BUY,1,1,9997.02225,9997.01674,-0.1595100000008679,0.005510000000867876
705,BUY,1,1,9997.01674,9997.010919999999,-0.1608200000003126,0.005820000000312575
706,BUY,1,1,9997.010919999999,9997.004079999999,-0.1628400000000111,0.0068400000000110595
707,BUY,1,1,9997.004079999999,9996.997179999998,-0.16390000000031435,0.006900000000314321
708,BUY,1,1,9996.997179999998,9996.989839999998,-0.16534000000011295,0.007340000000112923
709,BUY,1,1,9996.989839999998,9996.983769999999,-0.16506999999945404,0.006069999999454012
710,BUY,1,1,9996.983769999999,9996.97805,-0.16571999999920084,0.005719999999200809
711,BUY,1,1,9996.97805,9996.97269,-0.16635999999920026,0.005359999999200227
712,BUY,1,1,9996.97269,9996.96641,-0.16827999999960597,0.006279999999605934
713,BUY,1,1,9996.96641,9996.96001,-0.1694000000002125,0.006400000000212458
714,BUY,1,1,9996.96001,9996.952930000001,-0.17107999999940515,0.007079999999405118
715,BUY,1,1,9996.952930000001,9996.944790000001,-0.17313999999991214,0.008139999999912106
716,BUY,1,1,9996.944790000001,9996.93676,-0.174030000000872,0.00803000000087195
717,BUY,1,1,9996.93676,9996.9315,-0.1722599999999075,0.00525999999990745
718,BUY,1,1,9996.9315,9996.928240000001,-0.17125999999950003,0.003259999999499996
719,BUY,1,1,9996.928240000001,9996.925500000001,-0.17173999999990341,0.0027399999999033753
720,BUY,1,1,9996.925500000001,9996.922380000002,-0.17311999999939875,0.003119999999398715
721,BUY,1,1,9996.922380000002,9996.918780000002,-0.17460000000000586,0.0036000000000058208
722,BUY,1,1,9996.918780000002,9996.915070000001,-0.175710000000865,0.003710000000864966
723,BUY,1,1,9996.915070000001,9996.91191,-0.17616000000020726,0.0031600000002072193
724,BUY,1,1,9996.91191,9996.907870000001,-0.17803999999980447,0.004039999999804422
725,BUY,1,1,9996.907870000001,9996.901580000002,-0.18128999999935336,0.006289999999353313
726,BUY,1,1,9996.901580000002,9996.894980000001,-0.18260000000061705,0.006600000000617001
727,BUY,1,1,9996.894980000001,9996.88786,-0.18412000000021367,0.007120000000213622
728,BUY,1,1,9996.88786,9996.8816,-0.18426000000011122,0.006260000000111177
729,BUY,1,1,9996.8816,9996.87501,-0.18559000000086967,0.0065900000008696225
730,BUY,1,1,9996.87501,9996.86817,-0.1868400000000111,0.0068400000000110595
731,BUY,1,1,9996.86817,9996.860139999999,-0.189030000000872,0.00803000000087195
732,BUY,1,1,9996.860139999999,9996.850719999999,-0.19142000000031845,0.009420000000318396
733,BUY,1,1,9996.850719999999,9996.842019999998,-0.19170000000031728,0.008700000000317232
734,BUY,1,1,9996.842019999998,9996.832499999999,-0.19351999999961123,0.009519999999611173
735,BUY,1,1,9996.832499999999,9996.8229,-0.19459999999940925,0.009599999999409192
736,BUY,1,1,9996.8229,9996.813339999999,-0.19556000000041973,0.009560000000419677
737,BUY,1,1,9996.813339999999,9996.803839999999,-0.19650000000011647,0.009500000000116415
738,BUY,1,1,9996.803839999999,9996.793459999999,-0.19837999999971367,0.010379999999713618
739,BUY,1,1,9996.793459999999,9996.78342,-0.19903999999920785,0.010039999999207794
740,BUY,1,1,9996.78342,9996.77407,-0.1993500000002678,0.009350000000267755
741,BUY,1,1,9996.77407,9996.76428,-0.20079000000006642,0.009790000000066357
742,BUY,1,1,9996.76428,9996.75499,-0.20128999999996455,0.009289999999964493
743,BUY,1,1,9996.75499,9996.745429999999,-0.20256000000041974,0.009560000000419677
744,BUY,1,1,9996.745429999999,9996.73553,-0.20389999999910657,0.009899999999106512
745,BUY,1,1,9996.73553,9996.72536,-0.20516999999956176,0.010169999999561696
746,BUY,1,1,9996.72536,9996.71487,-0.20649000000057283,0.010490000000572763
747,BUY,1,1,9996.71487,9996.7049,-0.20696999999915722,0.009969999999157153
748,BUY,1,1,9996.7049,9996.695230000001,-0.2076699999994599,0.009669999999459833
749,BUY,1,1,9996.695230000001,9996.685510000001,-0.20872000000001578,0.009720000000015716
750,BUY,1,1,9996.685510000001,9996.675410000002,-0.21009999999951112,0.010099999999511056
751,BUY,1,1,9996.675410000002,9996.665570000001,-0.2108400000006223,0.00984000000062224
752,BUY,1,1,9996.665570000001,9996.655920000001,-0.21164999999996514,0.009649999999965075
753,BUY,1,1,9996.655920000001,9996.646760000001,-0.21215999999961066,0.00915999999961059
754,BUY,1,1,9996.646760000001,9996.63808,-0.21268000000082254,0.008680000000822474
755,BUY,1,1,9996.63808,9996.62866,-0.21442000000031847,0.009420000000318396
756,BUY,1,1,9996.62866,9996.619,-0.21565999999971253,0.009659999999712454
757,BUY,1,1,9996.619,9996.610200000001,-0.21579999999961008,0.008799999999610009
758,BUY,1,1,9996.610200000001,9996.60224,-0.21596000000082138,0.00796000000082131
759,BUY,1,1,9996.60224,9996.59435,-0.21689000000077074,0.00789000000077067
760,BUY,1,1,9996.59435,9996.58635,-0.2179999999998109,0.007999999999810825
761,BUY,1,1,9996.58635,9996.578,-0.2193500000000641,0.008350000000064028
762,BUY,1,1,9996.578,9996.569739999999,-0.2202600000005187,0.00826000000051863
763,BUY,1,1,9996.569739999999,9996.561979999999,-0.22076000000041685,0.007760000000416767
764,BUY,1,1,9996.561979999999,9996.55519,-0.22078999999945526,0.006789999999455176
765,BUY,1,1,9996.55519,9996.548869999999,-0.22132000000041452,0.0063200000004144385
766,BUY,1,1,9996.548869999999,9996.54151,-0.22335999999960776,0.00735999999960768
767,BUY,1,1,9996.54151,9996.534989999998,-0.22352000000081906,0.006520000000818982
768,BUY,1,1,9996.534989999998,9996.528369999998,-0.22462000000011184,0.006620000000111759
769,BUY,1,1,9996.528369999998,9996.522329999998,-0.22504000000021196,0.006040000000211876
770,BUY,1,1,9996.522329999998,9996.516649999998,-0.22568000000021138,0.005680000000211294
771,BUY,1,1,9996.516649999998,9996.510869999998,-0.22677999999950416,0.005779999999504071
772,BUY,1,1,9996.510869999998,9996.504129999998,-0.22874000000071837,0.0067400000007182825
773,BUY,1,1,9996.504129999998,9996.497719999998,-0.22940999999995992,0.006409999999959837
774,BUY,1,1,9996.497719999998,9996.490699999998,-0.23101999999910194,0.007019999999101856
775,BUY,1,1,9996.490699999998,9996.483909999999,-0.23178999999945527,0.006789999999455176
776,BUY,1,1,9996.483909999999,9996.47755,-0.23235999999940404,0.0063599999994039536
777,BUY,1,1,9996.47755,9996.47119,-0.23335999999940404,0.0063599999994039536
778,BUY,1,1,9996.47119,9996.46459,-0.2346000000006171,0.006600000000617001
779,BUY,1,1,9996.46459,9996.45831,-0.23527999999960603,0.006279999999605934
780,BUY,1,1,9996.45831,9996.45292,-0.23539000000026145,0.005390000000261352
781,BUY,1,1,9996.45292,9996.44738,-0.2365400000001101,0.0055400000001100125
782,BUY,1,1,9996.44738,9996.44109,-0.2382899999993534,0.006289999999353313
783,BUY,1,1,9996.44109,9996.43441,-0.23968000000041512,0.006680000000415021
784,BUY,1,1,9996.43441,9996.42761,-0.24079999999920265,0.006799999999202555
785,BUY,1,1,9996.42761,9996.420310000001,-0.24229999999930452,0.0072999999993044185
786,BUY,1,1,9996.420310000001,9996.412790000002,-0.24351999999920382,0.007519999999203719
787,BUY,1,1,9996.412790000002,9996.405380000002,-0.24441000000016366,0.0074100000001635635
788,BUY,1,1,9996.405380000002,9996.397980000002,-0.24540000000041629,0.007400000000416185
789,BUY,1,1,9996.397980000002,9996.39016,-0.24682000000072013,0.007820000000720029
790,BUY,1,1,9996.39016,9996.38249,-0.24767000000087147,0.007670000000871369
791,BUY,1,1,9996.38249,9996.37377,-0.2497199999998121,0.00871999999981199
792,BUY,1,1,9996.37377,9996.3663,-0.24947000000046693,0.0074700000004668254
793,BUY,1,1,9996.3663,9996.35876,-0.25054000000051757,0.007540000000517466
794,BUY,1,1,9996.35876,9996.35149,-0.2512700000000624,0.007270000000062282
795,BUY,1,1,9996.35149,9996.34411,-0.25237999999910254,0.007379999999102438
796,BUY,1,1,9996.34411,9996.33777,-0.2523399999999093,0.006339999999909196
797,BUY,1,1,9996.33777,9996.33181,-0.25296000000041396,0.0059600000004138565
798,BUY,1,1,9996.33181,9996.325929999999,-0.25388000000061595,0.005880000000615837
799,BUY,1,1,9996.325929999999,9996.320049999998,-0.25488000000061595,0.005880000000615837
800,BUY,1,1,9996.320049999998,9996.313409999999,-0.2566399999996066,0.006639999999606516
801,BUY,1,1,9996.313409999999,9996.307389999998,-0.25702000000071723,0.006020000000717118
802,BUY,1,1,9996.307389999998,9996.301389999999,-0.2579999999994035,0.0059999999994033715
803,BUY,1,1,9996.301389999999,9996.295839999999,-0.2585499999998575,0.005549999999857391
804,BUY,1,1,9996.295839999999,9996.29106,-0.25877999999930035,0.004779999999300344
805,BUY,1,1,9996.29106,9996.28596,-0.2601000000003114,0.005100000000311411
806,BUY,1,1,9996.28596,9996.28006,-0.2619000000001106,0.0059000000001105946
807,BUY,1,1,9996.28006,9996.2743,-0.2627600000000093,0.005760000000009313
808,BUY,1,1,9996.2743,9996.268619999999,-0.2636800000002113,0.005680000000211294
809,BUY,1,1,9996.268619999999,9996.264459999999,-0.26316000000041095,0.004160000000410946
810,BUY,1,1,9996.264459999999,9996.259469999999,-0.2649899999994523,0.004989999999452266
811,BUY,1,1,9996.259469999999,9996.255439999999,-0.26503000000005705,0.0040300000000570435
812,BUY,1,1,9996.255439999999,9996.2516,-0.2658399999993999,0.003839999999399879
813,BUY,1,1,9996.2516,9996.24734,-0.26725999999970373,0.004259999999703723
814,BUY,1,1,9996.24734,9996.24287,-0.26846999999985566,0.004469999999855645
815,BUY,1,1,9996.24287,9996.2383,-0.26956999999914844,0.004569999999148422
816,BUY,1,1,9996.2383,9996.232940000002,-0.27135999999920024,0.005359999999200227
817,BUY,1,1,9996.232940000002,9996.227570000001,-0.2723700000007666,0.005370000000766595
818,BUY,1,1,9996.227570000001,9996.22175,-0.2738200000003126,0.005820000000312575
819,BUY,1,1,9996.22175,9996.21559,-0.2751600000008184,0.0061600000008184
820,BUY,1,1,9996.21559,9996.20867,-0.2769199999998091,0.006919999999809079
821,BUY,1,1,9996.20867,9996.20158,-0.2780899999991525,0.0070899999991524965
822,BUY,1,1,9996.20158,9996.193580000001,-0.27999999999981084,0.007999999999810825
823,BUY,1,1,9996.193580000001,9996.185000000001,-0.28157999999971073,0.008579999999710708
824,BUY,1,1,9996.185000000001,9996.17508,-0.2839200000004203,0.00992000000042026
825,BUY,1,1,9996.17508,9996.16524,-0.28484000000062226,0.00984000000062224
826,BUY,1,1,9996.16524,9996.156060000001,-0.28517999999910537,0.009179999999105348
827,BUY,1,1,9996.156060000001,9996.14629,-0.2867700000005716,0.0097700000005716
828,BUY,1,1,9996.14629,9996.13695,-0.2873400000005204,0.009340000000520376
829,BUY,1,1,9996.13695,9996.12789,-0.28806000000031784,0.009060000000317814
830,BUY,1,1,9996.12789,9996.11811,-0.289780000000319,0.009780000000318978
831,BUY,1,1,9996.11811,9996.10811,-0.2910000000002183,0.010000000000218279
832,BUY,1,1,9996.10811,9996.098269999999,-0.29184000000062227,0.00984000000062224
833,BUY,1,1,9996.098269999999,9996.088569999998,-0.292700000000521,0.009700000000520959
834,BUY,1,1,9996.088569999998,9996.079029999999,-0.29353999999910596,0.00953999999910593
835,BUY,1,1,9996.079029999999,9996.070329999999,-0.29370000000031726,0.008700000000317232
836,BUY,1,1,9996.070329999999,9996.062069999998,-0.29426000000051866,0.00826000000051863
837,BUY,1,1,9996.062069999998,9996.053889999997,-0.29518000000072064,0.00818000000072061
838,BUY,1,1,9996.053889999997,9996.045589999998,-0.2962999999995082,0.008299999999508145
839,BUY,1,1,9996.045589999998,9996.037079999998,-0.2975099999996601,0.008509999999660067
840,BUY,1,1,9996.037079999998,9996.028719999998,-0.29835999999981144,0.008359999999811407
841,BUY,1,1,9996.028719999998,9996.019919999999,-0.29979999999961005,0.008799999999610009
842,BUY,1,1,9996.019919999999,9996.011489999999,-0.3004299999998621,0.008429999999862048
843,BUY,1,1,9996.011489999999,9996.00297,-0.3015199999994075,0.008519999999407446
844,BUY,1,1,9996.00297,9995.99447,-0.3024999999999127,0.008499999999912689
845,BUY,1,1,9995.99447,9995.98627,-0.3032000000002154,0.008200000000215368
846,BUY,1,1,9995.98627,9995.97811,-0.3041599999994069,0.008159999999406864
847,BUY,1,1,9995.97811,9995.96981,-0.3052999999995082,0.008299999999508145
848,BUY,1,1,9995.96981,9995.96176,-0.30605000000036675,0.008050000000366708
849,BUY,1,1,9995.96176,9995.95354,-0.30721999999971017,0.008219999999710126
850,BUY,1,1,9995.95354,9995.944880000001,-0.30865999999950877,0.008659999999508727
851,BUY,1,1,9995.944880000001,9995.93632,-0.309560000000216,0.00856000000021595
852,BUY,1,1,9995.93632,9995.927380000001,-0.31093999999971134,0.00893999999971129
853,BUY,1,1,9995.927380000001,9995.918640000002,-0.3117399999993068,0.008739999999306747
854,BUY,1,1,9995.918640000002,9995.91025,-0.3123900000008726,0.008390000000872533
855,BUY,1,1,9995.91025,9995.90147,-0.3137800000001153,0.008780000000115251
856,BUY,1,1,9995.90147,9995.89133,-0.3161400000003196,0.01014000000031956
857,BUY,1,1,9995.89133,9995.88001,-0.31831999999961413,0.011319999999614083
858,BUY,1,1,9995.88001,9995.868670000002,-0.3193399999991089,0.01133999999910884
859,BUY,1,1,9995.868670000002,9995.857290000002,-0.3203799999999174,0.011379999999917345
860,BUY,1,1,9995.857290000002,9995.846290000001,-0.32100000000042206,0.011000000000422006
861,BUY,1,1,9995.846290000001,9995.835130000001,-0.3221600000000181,0.011160000000018044
862,BUY,1,1,9995.835130000001,9995.824180000001,-0.3229499999998662,0.010949999999866122
863,BUY,1,1,9995.824180000001,9995.813540000001,-0.3236400000004215,0.010640000000421423
864,BUY,1,1,9995.813540000001,9995.8042,-0.32334000000052043,0.009340000000520376
865,BUY,1,1,9995.8042,9995.7955,-0.3237000000003173,0.008700000000317232
866,BUY,1,1,9995.7955,9995.78614,-0.3253600000000152,0.009360000000015134
867,BUY,1,1,9995.78614,9995.77684,-0.32629999999971193,0.009299999999711872
868,BUY,1,1,9995.77684,9995.76755,-0.32728999999996455,0.009289999999964493
869,BUY,1,1,9995.76755,9995.758890000001,-0.3276599999995088,0.008659999999508727
870,BUY,1,1,9995.758890000001,9995.750150000002,-0.3287399999993068,0.008739999999306747
871,BUY,1,1,9995.750150000002,9995.741650000002,-0.32949999999991275,0.008499999999912689
872,BUY,1,1,9995.741650000002,9995.733500000002,-0.33014999999965955,0.008149999999659485
873,BUY,1,1,9995.733500000002,9995.725500000002,-0.3309999999998109,0.007999999999810825
874,BUY,1,1,9995.725500000002,9995.717820000002,-0.3316800000006188,0.0076800000006187474
875,BUY,1,1,9995.717820000002,9995.710260000002,-0.3325600000000123,0.007560000000012224
876,BUY,1,1,9995.710260000002,9995.702760000002,-0.33349999999970903,0.007499999999708962
877,BUY,1,1,9995.702760000002,9995.694550000002,-0.3352099999999628,0.008209999999962747
878,BUY,1,1,9995.694550000002,9995.686390000003,-0.33615999999940693,0.008159999999406864
879,BUY,1,1,9995.686390000003,9995.678200000002,-0.33719000000046806,0.00819000000046799
880,BUY,1,1,9995.678200000002,9995.670080000002,-0.3381200000004174,0.008120000000417349
881,BUY,1,1,9995.670080000002,9995.662220000002,-0.3388599999997096,0.007859999999709544
882,BUY,1,1,9995.662220000002,9995.655660000002,-0.33855999999980857,0.006559999999808497
883,BUY,1,1,9995.655660000002,9995.648260000002,-0.34040000000041626,0.007400000000416185
884,BUY,1,1,9995.648260000002,9995.641000000001,-0.341260000000315,0.0072600000003149034
885,BUY,1,1,9995.641000000001,9995.634580000002,-0.3414199999997073,0.0064199999997072155
886,BUY,1,1,9995.634580000002,9995.629190000001,-0.34139000000026143,0.005390000000261352
887,BUY,1,1,9995.629190000001,9995.623090000001,-0.3431000000005152,0.006100000000515138
888,BUY,1,1,9995.623090000001,9995.61743,-0.3436600000007166,0.005660000000716536
889,BUY,1,1,9995.61743,9995.61147,-0.34496000000041394,0.0059600000004138565
890,BUY,1,1,9995.61147,9995.60503,-0.34643999999920205,0.006439999999201973
891,BUY,1,1,9995.60503,9995.59775,-0.34827999999980974,0.007279999999809661
892,BUY,1,1,9995.59775,9995.58997,-0.3497799999999116,0.007779999999911524
893,BUY,1,1,9995.58997,9995.58171,-0.3512600000005187,0.00826000000051863
894,BUY,1,1,9995.58171,9995.573540000001,-0.3521699999991543,0.008169999999154243
895,BUY,1,1,9995.573540000001,9995.5647,-0.3538400000004186,0.008840000000418513
896,BUY,1,1,9995.5647,9995.55672,-0.35398000000031615,0.007980000000316068
897,BUY,1,1,9995.55672,9995.5483,-0.35542000000011476,0.008420000000114669
898,BUY,1,1,9995.5483,9995.54054,-0.35576000000041685,0.007760000000416767
899,BUY,1,1,9995.54054,9995.53312,-0.35641999999991103,0.007419999999910942
900,BUY,1,1,9995.53312,9995.52578,-0.357340000000113,0.007340000000112923
901,BUY,1,1,9995.52578,9995.51856,-0.3582199999995065,0.007219999999506399
902,BUY,1,1,9995.51856,9995.51152,-0.3590400000004157,0.007040000000415603
903,BUY,1,1,9995.51152,9995.50422,-0.3602999999993045,0.0072999999993044185
904,BUY,1,1,9995.50422,9995.497140000001,-0.3610799999994052,0.007079999999405118
905,BUY,1,1,9995.497140000001,9995.490420000002,-0.36171999999940463,0.006719999999404536
906,BUY,1,1,9995.490420000002,9995.484220000002,-0.362199999999808,0.006199999999807915
907,BUY,1,1,9995.484220000002,9995.478240000002,-0.3629799999999087,0.005979999999908614
908,BUY,1,1,9995.478240000002,9995.471200000002,-0.3650400000004157,0.007040000000415603
909,BUY,1,1,9995.471200000002,9995.465720000002,-0.36447999999980685,0.0054799999998067506
910,BUY,1,1,9995.465720000002,9995.460160000002,-0.36555999999960487,0.00555999999960477
911,BUY,1,1,9995.460160000002,9995.455480000002,-0.36568000000000767,0.004680000000007567
912,BUY,1,1,9995.455480000002,9995.450720000003,-0.3667599999998057,0.004759999999805586
913,BUY,1,1,9995.450720000003,9995.445300000003,-0.3684199999995036,0.005419999999503489
914,BUY,1,1,9995.445300000003,9995.440430000002,-0.36887000000066483,0.0048700000006647315
915,BUY,1,1,9995.440430000002,9995.434510000003,-0.37091999999960545,0.005919999999605352
916,BUY,1,1,9995.434510000003,9995.428860000004,-0.37164999999915027,0.005649999999150168
917,BUY,1,1,9995.428860000004,9995.423620000003,-0.3722400000004128,0.005240000000412692
918,BUY,1,1,9995.423620000003,9995.417760000004,-0.3738599999993022,0.00585999999930209
919,BUY,1,1,9995.417760000004,9995.412120000005,-0.3746399999994029,0.005639999999402789
920,BUY,1,1,9995.412120000005,9995.405270000005,-0.37684999999975854,0.006849999999758438
921,BUY,1,1,9995.405270000005,9995.400170000004,-0.3761000000003115,0.005100000000311411
922,BUY,1,1,9995.400170000004,9995.395080000004,-0.37709000000056414,0.005090000000564032
923,BUY,1,1,9995.395080000004,9995.389940000005,-0.37813999999930104,0.005139999999300926
924,BUY,1,1,9995.389940000005,9995.386360000004,-0.3775800000005112,0.0035800000005110633
925,BUY,1,1,9995.386360000004,9995.383040000004,-0.37831999999980337,0.003319999999803258
926,BUY,1,1,9995.383040000004,9995.379660000004,-0.37938000000010663,0.00338000000010652
927,BUY,1,1,9995.379660000004,9995.376090000003,-0.3805700000007638,0.0035700000007636845
928,BUY,1,1,9995.376090000003,9995.372020000003,-0.38207000000086566,0.004070000000865548
929,BUY,1,1,9995.372020000003,9995.367960000003,-0.3830599999992993,0.00405999999929918
930,BUY,1,1,9995.367960000003,9995.364640000003,-0.3833199999998034,0.003319999999803258
931,BUY,1,1,9995.364640000003,9995.361780000003,-0.38386000000051,0.002860000000509899
932,BUY,1,1,9995.361780000003,9995.358820000003,-0.3849599999998028,0.002959999999802676
933,BUY,1,1,9995.358820000003,9995.356480000004,-0.3853399999990943,0.002339999999094289
934,BUY,1,1,9995.356480000004,9995.354460000004,-0.3860199999999022,0.002019999999902211
935,BUY,1,1,9995.354460000004,9995.351720000004,-0.3877399999999034,0.0027399999999033753
936,BUY,1,1,9995.351720000004,9995.349500000004,-0.38822000000030676,0.0022200000003067544
937,BUY,1,1,9995.349500000004,9995.347060000004,-0.38944000000020607,0.002440000000206055
938,BUY,1,1,9995.347060000004,9995.344040000004,-0.39102000000010595,0.003020000000105938
939,BUY,1,1,9995.344040000004,9995.341050000003,-0.3919900000008638,0.0029900000008638017
940,BUY,1,1,9995.341050000003,9995.337950000003,-0.39309999999990397,0.0030999999999039574
941,BUY,1,1,9995.337950000003,9995.335170000002,-0.3937800000007119,0.0027800000007118797
942,BUY,1,1,9995.335170000002,9995.332260000003,-0.3949099999992468,0.002909999999246793
943,BUY,1,1,9995.332260000003,9995.329500000003,-0.39575999999939815,0.002759999999398133
944,BUY,1,1,9995.329500000003,9995.323710000004,-0.39978999999925147,0.0057899999992514495
945,BUY,1,1,9995.323710000004,9995.316630000005,-0.40207999999940514,0.007079999999405118
946,BUY,1,1,9995.316630000005,9995.311510000005,-0.4011199999998062,0.0051199999998061685
947,BUY,1,1,9995.311510000005,9995.305770000004,-0.4027400000005146,0.005740000000514556
948,BUY,1,1,9995.305770000004,9995.299810000004,-0.4039600000004139,0.0059600000004138565
949,BUY,1,1,9995.299810000004,9995.293990000004,-0.4048200000003126,0.005820000000312575
950,BUY,1,1,9995.293990000004,9995.288040000003,-0.4059500000006665,0.005950000000666478
951,BUY,1,1,9995.288040000003,9995.282040000004,-0.4069999999994034,0.0059999999994033715
952,BUY,1,1,9995.282040000004,9995.277100000003,-0.4069400000007154,0.004940000000715372
953,BUY,1,1,9995.277100000003,9995.270160000004,-0.40993999999930386,0.006939999999303836
954,BUY,1,1,9995.270160000004,9995.263800000004,-0.410359999999404,0.0063599999994039536
955,BUY,1,1,9995.263800000004,9995.257880000005,-0.4109199999996054,0.005919999999605352
956,BUY,1,1,9995.257880000005,9995.252950000006,-0.41092999999914903,0.004929999999149004
957,BUY,1,1,9995.252950000006,9995.246290000006,-0.4136599999991013,0.006659999999101274
958,BUY,1,1,9995.246290000006,9995.240530000006,-0.41376000000000934,0.005760000000009313
959,BUY,1,1,9995.240530000006,9995.235010000006,-0.4145200000006153,0.005520000000615255
960,BUY,1,1,9995.235010000006,9995.228650000006,-0.416359999999404,0.0063599999994039536
961,BUY,1,1,9995.228650000006,9995.222960000006,-0.4166899999999587,0.0056899999999586726
962,BUY,1,1,9995.222960000006,9995.217620000007,-0.4173399999997055,0.005339999999705469
963,BUY,1,1,9995.217620000007,9995.211700000007,-0.4189199999996054,0.005919999999605352
964,BUY,1,1,9995.211700000007,9995.205750000006,-0.4199500000006665,0.005950000000666478
965,BUY,1,1,9995.205750000006,9995.199670000007,-0.4210799999992014,0.006079999999201391
966,BUY,1,1,9995.199670000007,9995.193390000008,-0.42227999999960597,0.006279999999605934
967,BUY,1,1,9995.193390000008,9995.187970000008,-0.4224199999995035,0.005419999999503489
968,BUY,1,1,9995.187970000008,9995.183090000008,-0.42288000000041215,0.00488000000041211
969,BUY,1,1,9995.183090000008,9995.177890000008,-0.4241999999996042,0.005199999999604188
970,BUY,1,1,9995.177890000008,9995.172510000008,-0.425380000000514,0.005380000000513974
971,BUY,1,1,9995.172510000008,9995.166880000008,-0.42662999999965545,0.005629999999655411
972,BUY,1,1,9995.166880000008,9995.162200000008,-0.4266800000000076,0.004680000000007567
973,BUY,1,1,9995.162200000008,9995.157720000008,-0.42747999999960307,0.004479999999603024
974,BUY,1,1,9995.157720000008,9995.153260000008,-0.4284600000001083,0.004460000000108266
975,BUY,1,1,9995.153260000008,9995.149780000009,-0.42847999999939934,0.003479999999399297
976,BUY,1,1,9995.149780000009,9995.146500000008,-0.4292800000008138,0.003280000000813743
977,BUY,1,1,9995.146500000008,9995.143120000008,-0.43038000000010657,0.00338000000010652
978,BUY,1,1,9995.143120000008,9995.140220000008,-0.43089999999949946,0.002899999999499414
979,BUY,1,1,9995.140220000008,9995.13760000001,-0.4316199999992969,0.0026199999992968515
980,BUY,1,1,9995.13760000001,9995.13434000001,-0.43325999999950005,0.003259999999499996
981,BUY,1,1,9995.13434000001,9995.13030000001,-0.43503999999980447,0.004039999999804422
982,BUY,1,1,9995.13030000001,9995.12632000001,-0.4359799999995012,0.00397999999950116
983,BUY,1,1,9995.12632000001,9995.122540000011,-0.43677999999909667,0.003779999999096617
984,BUY,1,1,9995.122540000011,9995.118950000011,-0.4375900000002585,0.003590000000258442
985,BUY,1,1,9995.118950000011,9995.11557000001,-0.4383800000001066,0.00338000000010652
986,BUY,1,1,9995.11557000001,9995.11277000001,-0.4388000000002067,0.002800000000206637
987,BUY,1,1,9995.11277000001,9995.10859000001,-0.44117999999990576,0.004179999999905704
988,BUY,1,1,9995.10859000001,9995.103750000011,-0.44283999999960366,0.004839999999603606
989,BUY,1,1,9995.103750000011,9995.099490000011,-0.4432599999997038,0.004259999999703723
990,BUY,1,1,9995.099490000011,9995.095460000011,-0.4440300000000571,0.0040300000000570435
991,BUY,1,1,9995.095460000011,9995.091130000012,-0.4453299999997544,0.004329999999754364
992,BUY,1,1,9995.091130000012,9995.087670000012,-0.4454599999999046,0.0034599999999045394
993,BUY,1,1,9995.087670000012,9995.083580000011,-0.44709000000036037,0.004090000000360305
994,BUY,1,1,9995.083580000011,9995.079910000011,-0.4476700000000565,0.0036700000000564614
995,BUY,1,1,9995.079910000011,9995.076440000012,-0.448469999999652,0.003469999999651918
996,BUY,1,1,9995.076440000012,9995.073200000012,-0.4492400000000053,0.0032400000000052387
997,BUY,1,1,9995.073200000012,9995.069900000011,-0.45030000000030856,0.0033000000003085006
998,BUY,1,1,9995.069900000011,9995.066560000012,-0.4513399999992981,0.0033399999992980156
999,BUY,1,1,9995.066560000012,9995.062300000012,-0.4532599999997038,0.004259999999703723
1000,BUY,1,1,9995.062300000012,9995.058410000012,-0.45388999999995583,0.003889999999955762
1001,BUY,1,1,9995.058410000012,9995.054880000012,-0.45452999999995525,0.00352999999995518
1002,BUY,1,1,9995.054880000012,9995.050800000012,-0.456080000000613,0.004080000000612927
1003,BUY,1,1,9995.050800000012,9995.046690000012,-0.45710999999985513,0.004109999999855063
1004,BUY,1,1,9995.046690000012,9995.042490000013,-0.45819999999940053,0.004199999999400461
1005,BUY,1,1,9995.042490000013,9995.038510000013,-0.45897999999950123,0.00397999999950116
1006,BUY,1,1,9995.038510000013,9995.033950000014,-0.4605599999994011,0.004559999999401043
1007,BUY,1,1,9995.033950000014,9995.030610000014,-0.4603399999992981,0.0033399999992980156
1008,BUY,1,1,9995.030610000014,9995.026190000015,-0.46241999999929984,0.004419999999299762
1009,BUY,1,1,9995.026190000015,9995.022340000016,-0.46284999999914733,0.0038499999991472578
1010,BUY,1,1,9995.022340000016,9995.019140000017,-0.4631999999991968,0.0031999999991967343
1011,BUY,1,1,9995.019140000017,9995.015840000016,-0.4643000000003086,0.0033000000003085006
1012,BUY,1,1,9995.015840000016,9995.012370000017,-0.465469999999652,0.003469999999651918
1013,BUY,1,1,9995.012370000017,9995.006770000016,-0.46860000000041335,0.005600000000413274
1014,BUY,1,1,9995.006770000016,9995.001470000016,-0.46930000000071603,0.005300000000715954
1015,BUY,1,1,9995.001470000016,9994.996170000015,-0.47030000000071603,0.005300000000715954
1016,BUY,1,1,9994.996170000015,9994.990290000014,-0.4718800000006159,0.005880000000615837
1017,BUY,1,1,9994.990290000014,9994.984990000014,-0.47230000000071604,0.005300000000715954
1018,BUY,1,1,9994.984990000014,9994.979850000014,-0.473139999999301,0.005139999999300926
1019,BUY,1,1,9994.979850000014,9994.974720000015,-0.47412999999955363,0.005129999999553547
1020,BUY,1,1,9994.974720000015,9994.969320000015,-0.4754000000000088,0.005400000000008731
