step,action,pre_position,post_position,pre_equity,post_equity,reward,cost_incurred
359,BUY,1,1,9998.739690000013,9998.741870000013,0.1931799999994982,0.0
360,BUY,1,1,9998.741870000013,9998.744130000012,0.19225999999929622,0.0
361,BUY,1,1,9998.744130000012,9998.746500000012,0.19137000000015536,0.0
362,BUY,1,1,9998.746500000012,9998.748680000012,0.1901799999994982,0.0
363,BUY,1,1,9998.748680000012,9998.750860000011,0.1891799999994982,0.0
364,BUY,1,1,9998.750860000011,9998.753020000011,0.18816000000000344,0.0
365,BUY,1,1,9998.753020000011,9998.75514000001,0.18711999999919493,0.0
366,BUY,1,1,9998.75514000001,9998.75712000001,0.18597999999909365,0.0
367,BUY,1,1,9998.75712000001,9998.75920000001,0.1850800000002054,0.0
368,BUY,1,1,9998.75920000001,9998.76080000001,0.1835999999995983,0.0
369,BUY,1,1,9998.76080000001,9998.762100000009,0.18229999999990099,0.0
370,BUY,1,1,9998.762100000009,9998.76366000001,0.1815600000006088,0.0
371,BUY,1,1,9998.76366000001,9998.76493000001,0.18027000000065885,0.0
372,BUY,1,1,9998.76493000001,9998.76559000001,0.17865999999969784,0.0
373,BUY,1,1,9998.76559000001,9998.76623000001,0.17764000000020308,0.0
374,BUY,1,1,9998.76623000001,9998.76711000001,0.17687999999959714,0.0
375,BUY,1,1,9998.76711000001,9998.76787000001,0.1757600000008096,0.0
376,BUY,1,1,9998.76787000001,9998.769430000011,0.17556000000060878,0.0
377,BUY,1,1,9998.769430000011,9998.770050000012,0.17362000000070832,0.0
378,BUY,1,1,9998.770050000012,9998.770510000011,0.1724599999992933,0.0
379,BUY,1,1,9998.770510000011,9998.77047000001,0.17095999999919143,0.0
380,BUY,1,1,9998.77047000001,9998.77113000001,0.17065999999969783,0.0
381,BUY,1,1,9998.77113000001,9998.77143000001,0.16929999999969725,0.0
382,BUY,1,1,9998.77143000001,9998.77104000001,0.1676100000007572,0.0
383,BUY,1,1,9998.77104000001,9998.77028000001,0.16623999999919026,0.0
384,BUY,1,1,9998.77028000001,9998.77220000001,0.16792000000060936,0.0
385,BUY,1,1,9998.77220000001,9998.77308000001,0.16587999999959713,0.0
386,BUY,1,1,9998.77308000001,9998.773620000009,0.1645399999990913,0.0
387,BUY,1,1,9998.773620000009,9998.77344000001,0.16282000000090913,0.0
388,BUY,1,1,9998.77344000001,9998.77268000001,0.16123999999919025,0.0
389,BUY,1,1,9998.77268000001,9998.77186000001,0.16018000000070604,0.0
390,BUY,1,1,9998.77186000001,9998.77113000001,0.15927000000025143,0.0
391,BUY,1,1,9998.77113000001,9998.77019000001,0.1580600000000995,0.0
392,BUY,1,1,9998.77019000001,9998.76939000001,0.1572000000002008,0.0
393,BUY,1,1,9998.76939000001,9998.76833000001,0.15593999999949298,0.0
394,BUY,1,1,9998.76833000001,9998.766490000009,0.15415999999918856,0.0
395,BUY,1,1,9998.766490000009,9998.764290000008,0.15279999999918797,0.0
396,BUY,1,1,9998.764290000008,9998.762050000008,0.15176000000019846,0.0
397,BUY,1,1,9998.762050000008,9998.76029000001,0.15124000000080556,0.0
398,BUY,1,1,9998.76029000001,9998.75903000001,0.15074000000090743,0.0
399,BUY,1,1,9998.75903000001,9998.75773000001,0.14970000000009892,0.0
400,BUY,1,1,9998.75773000001,9998.75713000001,0.14940000000060533,0.0
401,BUY,1,1,9998.75713000001,9998.75649000001,0.14835999999979682,0.0
402,BUY,1,1,9998.75649000001,9998.75573000001,0.1472399999991903,0.0
403,BUY,1,1,9998.75573000001,9998.75469000001,0.14596000000080672,0.0
404,BUY,1,1,9998.75469000001,9998.75463000001,0.1459399999996967,0.0
405,BUY,1,1,9998.75463000001,9998.75427000001,0.14463999999999938,0.0
406,BUY,1,1,9998.75427000001,9998.75481000001,0.14453999999909134,0.0
407,BUY,1,1,9998.75481000001,9998.75515000001,0.14334000000050579,0.0
408,BUY,1,1,9998.75515000001,9998.75432000001,0.14116999999913965,0.0
409,BUY,1,1,9998.75432000001,9998.753920000008,0.14059999999919087,0.0
410,BUY,1,1,9998.753920000008,9998.752620000008,0.1387000000000989,0.0
411,BUY,1,1,9998.752620000008,9998.751140000008,0.13751999999918912,0.0
412,BUY,1,1,9998.751140000008,9998.750260000008,0.13712000000040275,0.0
413,BUY,1,1,9998.750260000008,9998.749880000008,0.13662000000050462,0.0
414,BUY,1,1,9998.749880000008,9998.74856000001,0.13468000000060415,0.0
415,BUY,1,1,9998.74856000001,9998.74659000001,0.13303000000065363,0.0
416,BUY,1,1,9998.74659000001,9998.74470000001,0.13211000000045164,0.0
417,BUY,1,1,9998.74470000001,9998.74276000001,0.13105999999989576,0.0
418,BUY,1,1,9998.74276000001,9998.74051000001,0.12975000000045106,0.0
419,BUY,1,1,9998.74051000001,9998.73831000001,0.12879999999918795,0.0
420,BUY,1,1,9998.73831000001,9998.73665000001,0.12834000000009832,0.0
421,BUY,1,1,9998.73665000001,9998.73485000001,0.12719999999999704,0.0
422,BUY,1,1,9998.73485000001,9998.73299000001,0.12613999999969377,0.0
423,BUY,1,1,9998.73299000001,9998.730430000009,0.12443999999918737,0.0
424,BUY,1,1,9998.730430000009,9998.727790000008,0.12335999999938935,0.0
425,BUY,1,1,9998.727790000008,9998.726420000008,0.12363000000004826,0.0
426,BUY,1,1,9998.726420000008,9998.726810000007,0.12438999999924266,0.0
427,BUY,1,1,9998.726810000007,9998.727850000007,0.12403999999919318,0.0
428,BUY,1,1,9998.727850000007,9998.728610000007,0.12276000000080961,0.0
429,BUY,1,1,9998.728610000007,9998.729350000007,0.12173999999949586,0.0
430,BUY,1,1,9998.729350000007,9998.729230000006,0.11987999999939342,0.0
431,BUY,1,1,9998.729230000006,9998.729010000006,0.11878000000010064,0.0
432,BUY,1,1,9998.729010000006,9998.728650000006,0.11763999999999936,0.0
433,BUY,1,1,9998.728650000006,9998.729250000006,0.11759999999939458,0.0
434,BUY,1,1,9998.729250000006,9998.728720000006,0.11547000000065594,0.0
435,BUY,1,1,9998.728720000006,9998.727020000006,0.1132999999992898,0.0
436,BUY,1,1,9998.727020000006,9998.726520000006,0.11349999999989807,0.0
437,BUY,1,1,9998.726520000006,9998.726480000005,0.11295999999919143,0.0
438,BUY,1,1,9998.726480000005,9998.726490000005,0.11200999999974731,0.0
439,BUY,1,1,9998.726490000005,9998.726070000004,0.11057999999969609,0.0
440,BUY,1,1,9998.726070000004,9998.726470000005,0.11040000000080902,0.0
441,BUY,1,1,9998.726470000005,9998.727710000005,0.11023999999959772,0.0
442,BUY,1,1,9998.727710000005,9998.728330000005,0.10862000000070832,0.0
443,BUY,1,1,9998.728330000005,9998.728660000006,0.10733000000075837,0.0
444,BUY,1,1,9998.728660000006,9998.728140000007,0.1054800000004033,0.0
445,BUY,1,1,9998.728140000007,9998.728080000006,0.10493999999969666,0.0
446,BUY,1,1,9998.728080000006,9998.727740000006,0.1036599999994941,0.0
447,BUY,1,1,9998.727740000006,9998.726320000005,0.10157999999949235,0.0
448,BUY,1,1,9998.726320000005,9998.724660000005,0.1003400000000983,0.0
449,BUY,1,1,9998.724660000005,9998.722480000006,0.09882000000050167,0.0
450,BUY,1,1,9998.722480000006,9998.720460000006,0.09798000000009771,0.0
451,BUY,1,1,9998.720460000006,9998.718690000005,0.09722999999923915,0.0
452,BUY,1,1,9998.718690000005,9998.716660000006,0.09597000000035039,0.0
453,BUY,1,1,9998.716660000006,9998.715020000005,0.0953599999995931,0.0
454,BUY,1,1,9998.715020000005,9998.713000000005,0.09398000000009776,0.0
455,BUY,1,1,9998.713000000005,9998.711140000005,0.0931399999996938,0.0
456,BUY,1,1,9998.711140000005,9998.709980000005,0.0928400000002002,0.0
457,BUY,1,1,9998.709980000005,9998.708960000005,0.09198000000030149,0.0
458,BUY,1,1,9998.708960000005,9998.707800000006,0.0908400000002002,0.0
459,BUY,1,1,9998.707800000006,9998.706240000005,0.08943999999939112,0.0
460,BUY,1,1,9998.706240000005,9998.705120000004,0.08887999999918972,0.0
461,BUY,1,1,9998.705120000004,9998.703970000004,0.08784999999994758,0.0
462,BUY,1,1,9998.703970000004,9998.702450000004,0.08648000000019962,0.0
463,BUY,1,1,9998.702450000004,9998.701230000004,0.08577999999989694,0.0
464,BUY,1,1,9998.701230000004,9998.700150000004,0.08491999999999822,0.0
465,BUY,1,1,9998.700150000004,9998.699690000005,0.0845400000007066,0.0
466,BUY,1,1,9998.699690000005,9998.698470000005,0.08277999999989694,0.0
467,BUY,1,1,9998.698470000005,9998.697630000004,0.08215999999939227,0.0
468,BUY,1,1,9998.697630000004,9998.696560000004,0.0809299999997456,0.0
469,BUY,1,1,9998.696560000004,9998.695360000003,0.07979999999939169,0.0
470,BUY,1,1,9998.695360000003,9998.694510000003,0.0791499999996449,0.0
471,BUY,1,1,9998.694510000003,9998.693550000004,0.07804000000060474,0.0
472,BUY,1,1,9998.693550000004,9998.692850000003,0.07729999999949355,0.0
473,BUY,1,1,9998.692850000003,9998.691950000004,0.076100000000908,0.0
474,BUY,1,1,9998.691950000004,9998.690580000004,0.07463000000004827,0.0
475,BUY,1,1,9998.690580000004,9998.688820000005,0.07324000000080555,0.0
476,BUY,1,1,9998.688820000005,9998.687160000005,0.07234000000009833,0.0
477,BUY,1,1,9998.687160000005,9998.685380000004,0.0712199999994918,0.0
478,BUY,1,1,9998.685380000004,9998.683640000005,0.0702600000003003,0.0
479,BUY,1,1,9998.683640000005,9998.679480000004,0.066839999999589,0.0
480,BUY,1,1,9998.679480000004,9998.675980000004,0.06649999999928691,0.0
481,BUY,1,1,9998.675980000004,9998.672840000003,0.06585999999928749,0.0
482,BUY,1,1,9998.672840000003,9998.669480000002,0.06463999999938819,0.0
483,BUY,1,1,9998.669480000002,9998.666530000002,0.06404999999994465,0.0
484,BUY,1,1,9998.666530000002,9998.664010000002,0.06347999999999587,0.0
485,BUY,1,1,9998.664010000002,9998.661870000002,0.06285999999949121,0.0
486,BUY,1,1,9998.661870000002,9998.658870000001,0.060999999999388765,0.0
487,BUY,1,1,9998.658870000001,9998.65573,0.05985999999928748,0.0
488,BUY,1,1,9998.65573,9998.65301,0.059279999999591326,0.0
489,BUY,1,1,9998.65301,9998.65037,0.058359999999389345,0.0
490,BUY,1,1,9998.65037,9998.64755,0.05718000000029855,0.0
491,BUY,1,1,9998.64755,9998.64487,0.05632000000039983,0.0
492,BUY,1,1,9998.64487,9998.64237,0.05549999999949062,0.0
493,BUY,1,1,9998.64237,9998.64005,0.05468000000040041,0.0
494,BUY,1,1,9998.64005,9998.63789,0.053839999999996446,0.0
495,BUY,1,1,9998.63789,9998.63619,0.053299999999289804,0.0
496,BUY,1,1,9998.63619,9998.633539999999,0.05134999999964196,0.0
497,BUY,1,1,9998.633539999999,9998.63238,0.05184000000020017,0.0
498,BUY,1,1,9998.63238,9998.63164,0.051260000000504014,0.0
499,BUY,1,1,9998.63164,9998.63064,0.04999999999979621,0.0
500,BUY,1,1,9998.63064,9998.62946,0.04882000000070541,0.0
501,BUY,1,1,9998.62946,9998.6275,0.04704000000040098,0.0
502,BUY,1,1,9998.6275,9998.62508,0.045579999999288634,0.0
503,BUY,1,1,9998.62508,9998.62286,0.044779999999693176,0.0
504,BUY,1,1,9998.62286,9998.62067,0.0438100000007543,0.0
505,BUY,1,1,9998.62067,9998.61723,0.04155999999959015,0.0
506,BUY,1,1,9998.61723,9998.613659999999,0.040429999999236244,0.0
507,BUY,1,1,9998.613659999999,9998.610799999999,0.04013999999949003,0.0
508,BUY,1,1,9998.610799999999,9998.608309999998,0.03950999999923799,0.0
509,BUY,1,1,9998.608309999998,9998.605729999997,0.03841999999969259,0.0
510,BUY,1,1,9998.605729999997,9998.603129999998,0.03740000000019783,0.0
511,BUY,1,1,9998.603129999998,9998.599349999999,0.035220000000903307,0.0
512,BUY,1,1,9998.599349999999,9998.596189999998,0.0348399999997927,0.0
513,BUY,1,1,9998.596189999998,9998.59277,0.03358000000090389,0.0
514,BUY,1,1,9998.59277,9998.589,0.03223000000065068,0.0
515,BUY,1,1,9998.589,9998.58518,0.0311800000000948,0.0
516,BUY,1,1,9998.58518,9998.58156,0.03038000000049934,0.0
517,BUY,1,1,9998.58156,9998.57856,0.029999999999388793,0.0
518,BUY,1,1,9998.57856,9998.5765,0.029939999999289257,0.0
519,BUY,1,1,9998.5765,9998.57381,0.02831000000065248,0.0
520,BUY,1,1,9998.57381,9998.57117,0.027359999999389373,0.0
521,BUY,1,1,9998.57117,9998.56891,0.0267400000007037,0.0
522,BUY,1,1,9998.56891,9998.56687,0.025960000000603,0.0
523,BUY,1,1,9998.56687,9998.5642,0.024330000000147234,0.0
524,BUY,1,1,9998.5642,9998.561020000001,0.02282000000029799,0.0
525,BUY,1,1,9998.561020000001,9998.557460000002,0.02144000000080265,0.0
526,BUY,1,1,9998.557460000002,9998.554680000001,0.021219999999288086,0.0
527,BUY,1,1,9998.554680000001,9998.551570000001,0.01989000000034863,0.0
528,BUY,1,1,9998.551570000001,9998.54757,0.017999999999185057,0.0
529,BUY,1,1,9998.54757,9998.54377,0.0171999999995896,0.0
530,BUY,1,1,9998.54377,9998.53938,0.015609999999942337,0.0
531,BUY,1,1,9998.53938,9998.53608,0.01569999999969146,0.0
532,BUY,1,1,9998.53608,9998.53215,0.014069999999235694,0.0
533,BUY,1,1,9998.53215,9998.525319999999,0.010169999999736279,0.0
534,BUY,1,1,9998.525319999999,9998.51888,0.009560000000797986,0.0
535,BUY,1,1,9998.51888,9998.51368,0.00980000000039577,0.0
536,BUY,1,1,9998.51368,9998.508820000001,0.009140000000901594,0.0
537,BUY,1,1,9998.508820000001,9998.504130000001,0.00831000000024501,0.0
538,BUY,1,1,9998.504130000001,9998.499090000001,0.006959999999991806,0.0
539,BUY,1,1,9998.499090000001,9998.494630000001,0.006539999999891688,0.0
540,BUY,1,1,9998.494630000001,9998.490430000002,0.005800000000599492,0.0
541,BUY,1,1,9998.490430000002,9998.48679,0.005359999999185627,0.0
542,BUY,1,1,9998.48679,9998.48308,0.004289999999134986,0.0
543,BUY,1,1,9998.48308,9998.47764,0.0015599999991827151,0.0
544,BUY,1,1,9998.47764,9998.47308,0.0014400000005989066,0.0
545,BUY,1,1,9998.47308,9998.46744,-0.0006399999994028405,0.005639999999402789
546,BUY,1,1,9998.46744,9998.46196,-0.0014799999998068025,0.0054799999998067506
547,BUY,1,1,9998.46196,9998.45684,-0.0021199999998062213,0.0051199999998061685
548,BUY,1,1,9998.45684,9998.451500000001,-0.003339999999705523,0.005339999999705469
549,BUY,1,1,9998.451500000001,9998.44533,-0.005170000000565833,0.0061700000005657785
550,BUY,1,1,9998.44533,9998.43909,-0.006240000000616475,0.006240000000616419
551,BUY,1,1,9998.43909,9998.43205,-0.008040000000415659,0.007040000000415603
552,BUY,1,1,9998.43205,9998.42421,-0.009840000000214844,0.007840000000214786
553,BUY,1,1,9998.42421,9998.41663,-0.01057999999950704,0.007579999999506981
554,BUY,1,1,9998.41663,9998.40906,-0.011569999999759661,0.007569999999759602
555,BUY,1,1,9998.40906,9998.40194,-0.012120000000213682,0.007120000000213622
556,BUY,1,1,9998.40194,9998.39492,-0.013019999999101917,0.007019999999101856
557,BUY,1,1,9998.39492,9998.38796,-0.013960000000617645,0.006960000000617583
558,BUY,1,1,9998.38796,9998.38086,-0.015100000000718927,0.007100000000718865
559,BUY,1,1,9998.38086,9998.3737,-0.0161599999992032,0.007159999999203137
560,BUY,1,1,9998.3737,9998.36636,-0.017340000000112987,0.007340000000112923
561,BUY,1,1,9998.36636,9998.35874,-0.01862000000031555,0.0076200000003154855
562,BUY,1,1,9998.35874,9998.3513,-0.019439999999405766,0.0074399999994057
563,BUY,1,1,9998.3513,9998.34384,-0.020460000000719514,0.007460000000719447
564,BUY,1,1,9998.34384,9998.33582,-0.02201999999930565,0.008019999999305583
565,BUY,1,1,9998.33582,9998.328230000001,-0.02258999999925443,0.00758999999925436
566,BUY,1,1,9998.328230000001,9998.320670000001,-0.023560000000012293,0.007560000000012224
567,BUY,1,1,9998.320670000001,9998.312870000002,-0.024799999999406352,0.007799999999406282
568,BUY,1,1,9998.312870000002,9998.305640000002,-0.02522999999925385,0.007229999999253778
569,BUY,1,1,9998.305640000002,9998.298480000003,-0.02615999999920321,0.007159999999203137
570,BUY,1,1,9998.298480000003,9998.290730000002,-0.02775000000066946,0.007750000000669388
571,BUY,1,1,9998.290730000002,9998.282890000002,-0.02884000000021486,0.007840000000214786
572,BUY,1,1,9998.282890000002,9998.274330000002,-0.030560000000216025,0.00856000000021595
573,BUY,1,1,9998.274330000002,9998.265410000002,-0.03192000000021661,0.008920000000216532
574,BUY,1,1,9998.265410000002,9998.256490000002,-0.03292000000021661,0.008920000000216532
575,BUY,1,1,9998.256490000002,9998.247310000002,-0.034179999999105426,0.009179999999105348
576,BUY,1,1,9998.247310000002,9998.238270000002,-0.035040000000823135,0.009040000000823056
577,BUY,1,1,9998.238270000002,9998.229640000001,-0.03563000000026667,0.008630000000266591
578,BUY,1,1,9998.229640000001,9998.220840000002,-0.03679999999961009,0.008799999999610009
579,BUY,1,1,9998.220840000002,9998.212360000001,-0.03748000000041801,0.008480000000417931
580,BUY,1,1,9998.212360000001,9998.203000000001,-0.03936000000001516,0.009360000000015134
581,BUY,1,1,9998.203000000001,9998.19352,-0.040480000000621685,0.009480000000621658
582,BUY,1,1,9998.19352,9998.18366,-0.041860000000117026,0.009860000000116997
583,BUY,1,1,9998.18366,9998.174860000001,-0.04179999999961004,0.008799999999610009
584,BUY,1,1,9998.174860000001,9998.166140000001,-0.04271999999981202,0.00871999999981199
585,BUY,1,1,9998.166140000001,9998.157060000001,-0.0440799999998126,0.009079999999812571
586,BUY,1,1,9998.157060000001,9998.147810000002,-0.04524999999915602,0.009249999999155989
587,BUY,1,1,9998.147810000002,9998.138050000001,-0.04676000000082425,0.00976000000082422
588,BUY,1,1,9998.138050000001,9998.127890000002,-0.04815999999981435,0.010159999999814318
589,BUY,1,1,9998.127890000002,9998.116710000002,-0.050179999999512837,0.011179999999512802
590,BUY,1,1,9998.116710000002,9998.106350000002,-0.050360000000218896,0.01036000000021886
591,BUY,1,1,9998.106350000002,9998.096320000002,-0.05102999999946045,0.010029999999460415
592,BUY,1,1,9998.096320000002,9998.087020000003,-0.05129999999971191,0.009299999999711872
593,BUY,1,1,9998.087020000003,9998.077740000002,-0.05228000000021715,0.009280000000217115
594,BUY,1,1,9998.077740000002,9998.068480000002,-0.053260000000722396,0.009260000000722357
595,BUY,1,1,9998.068480000002,9998.058730000002,-0.05474999999925789,0.009749999999257852
596,BUY,1,1,9998.058730000002,9998.048030000002,-0.056700000000724726,0.010700000000724685
597,BUY,1,1,9998.048030000002,9998.037220000002,-0.05780999999976488,0.010809999999764841
598,BUY,1,1,9998.037220000002,9998.027580000002,-0.05764000000021774,0.009640000000217697
599,BUY,1,1,9998.027580000002,9998.018570000002,-0.058009999999761974,0.00900999999976193
600,BUY,1,1,9998.018570000002,9998.010530000001,-0.058040000000619374,0.00804000000061933
601,BUY,1,1,9998.010530000001,9998.00328,-0.05825000000056757,0.007250000000567525
602,BUY,1,1,9998.00328,9997.99573,-0.05955000000026489,0.007550000000264845
603,BUY,1,1,9997.99573,9997.98769,-0.06104000000061938,0.00804000000061933
604,BUY,1,1,9997.98769,9997.97935,-0.0623400000003167,0.00834000000031665
605,BUY,1,1,9997.97935,9997.97149,-0.06285999999970959,0.007859999999709544
606,BUY,1,1,9997.97149,9997.96337,-0.0641200000004174,0.008120000000417349
607,BUY,1,1,9997.96337,9997.95479,-0.06557999999971076,0.008579999999710708
608,BUY,1,1,9997.95479,9997.94723,-0.06556000000001228,0.007560000000012224
609,BUY,1,1,9997.94723,9997.93903,-0.06720000000021542,0.008200000000215368
610,BUY,1,1,9997.93903,9997.931789999999,-0.0672400000008202,0.007240000000820146
611,BUY,1,1,9997.931789999999,9997.925009999999,-0.06777999999970785,0.0067799999997077975
612,BUY,1,1,9997.925009999999,9997.91815,-0.06885999999950587,0.006859999999505817
613,BUY,1,1,9997.91815,9997.91185,-0.06929999999910075,0.006299999999100692
614,BUY,1,1,9997.91185,9997.90473,-0.07112000000021368,0.007120000000213622
615,BUY,1,1,9997.90473,9997.89673,-0.07299999999981088,0.007999999999810825
616,BUY,1,1,9997.89673,9997.88812,-0.07461000000077189,0.008610000000771834
617,BUY,1,1,9997.88812,9997.87995,-0.0751699999991543,0.008169999999154243
618,BUY,1,1,9997.87995,9997.871640000001,-0.07630999999925558,0.008309999999255524
619,BUY,1,1,9997.871640000001,9997.863140000001,-0.07749999999991275,0.008499999999912689
620,BUY,1,1,9997.863140000001,9997.855370000001,-0.07777000000016421,0.007770000000164146
621,BUY,1,1,9997.855370000001,9997.847710000002,-0.07865999999930506,0.0076599999993050005
622,BUY,1,1,9997.847710000002,9997.839370000002,-0.08034000000031671,0.00834000000031665
623,BUY,1,1,9997.839370000002,9997.83133,-0.0810400000006194,0.00804000000061933
624,BUY,1,1,9997.83133,9997.82077,-0.08456000000062347,0.010560000000623404
625,BUY,1,1,9997.82077,9997.80985,-0.08592000000062405,0.010920000000623986
626,BUY,1,1,9997.80985,9997.79871,-0.08714000000052335,0.011140000000523287
627,BUY,1,1,9997.79871,9997.78687,-0.08883999999921077,0.011839999999210704
628,BUY,1,1,9997.78687,9997.77551,-0.08936000000042266,0.011360000000422588
629,BUY,1,1,9997.77551,9997.76361,-0.09089999999951404,0.011899999999513966
630,BUY,1,1,9997.76361,9997.75039,-0.09322000000072883,0.01322000000072876
631,BUY,1,1,9997.75039,9997.738309999999,-0.09308000000042382,0.012080000000423752
632,BUY,1,1,9997.738309999999,9997.72654,-0.09376999999916014,0.011769999999160063
633,BUY,1,1,9997.72654,9997.71448,-0.09505999999911008,0.012059999999110005
634,BUY,1,1,9997.71448,9997.702650000001,-0.0958299999994634,0.011829999999463325
635,BUY,1,1,9997.702650000001,9997.691710000001,-0.09594000000011882,0.010940000000118744
636,BUY,1,1,9997.691710000001,9997.680810000002,-0.09689999999931032,0.01089999999931024
637,BUY,1,1,9997.680810000002,9997.669000000002,-0.09880999999996865,0.011809999999968568
638,BUY,1,1,9997.669000000002,9997.657140000001,-0.09986000000052453,0.011860000000524451
639,BUY,1,1,9997.657140000001,9997.64542,-0.10072000000042325,0.01172000000042317
640,BUY,1,1,9997.64542,9997.63414,-0.10128000000062465,0.011280000000624568
641,BUY,1,1,9997.63414,9997.62216,-0.10297999999931207,0.011979999999311985
642,BUY,1,1,9997.62216,9997.611,-0.10316000000001813,0.011160000000018044
643,BUY,1,1,9997.611,9997.59956,-0.10444000000022069,0.011440000000220607
644,BUY,1,1,9997.59956,9997.58797,-0.10559000000006935,0.011590000000069267
645,BUY,1,1,9997.58797,9997.57687,-0.10609999999971487,0.011099999999714782
646,BUY,1,1,9997.57687,9997.565610000001,-0.1072599999993109,0.011259999999310821
647,BUY,1,1,9997.565610000001,9997.554440000002,-0.10816999999976551,0.011169999999765423
648,BUY,1,1,9997.554440000002,9997.543760000002,-0.10867999999941103,0.010679999999410938
649,BUY,1,1,9997.543760000002,9997.532460000002,-0.11030000000011941,0.011300000000119326
650,BUY,1,1,9997.532460000002,9997.521670000002,-0.11079000000027017,0.010790000000270084
651,BUY,1,1,9997.521670000002,9997.510750000001,-0.11192000000062408,0.010920000000623986
652,BUY,1,1,9997.510750000001,9997.499570000002,-0.11317999999951289,0.011179999999512802
653,BUY,1,1,9997.499570000002,9997.488380000003,-0.11418999999926027,0.01118999999926018
654,BUY,1,1,9997.488380000003,9997.477210000003,-0.11516999999976552,0.011169999999765423
655,BUY,1,1,9997.477210000003,9997.465990000002,-0.1162200000003214,0.011220000000321306
656,BUY,1,1,9997.465990000002,9997.455010000003,-0.11697999999910835,0.010979999999108259
657,BUY,1,1,9997.455010000003,9997.444530000002,-0.11748000000082548,0.010480000000825385
658,BUY,1,1,9997.444530000002,9997.434180000002,-0.11835000000047158,0.010350000000471482
659,BUY,1,1,9997.434180000002,9997.423700000001,-0.11948000000082548,0.010480000000825385
660,BUY,1,1,9997.423700000001,9997.413120000001,-0.12058000000011826,0.010580000000118162
661,BUY,1,1,9997.413120000001,9997.40278,-0.1213400000007242,0.010340000000724103
662,BUY,1,1,9997.40278,9997.39225,-0.12252999999956238,0.010529999999562278
663,BUY,1,1,9997.39225,9997.38181,-0.12344000000001698,0.01044000000001688
664,BUY,1,1,9997.38181,9997.370830000002,-0.12497999999910836,0.010979999999108259
665,BUY,1,1,9997.370830000002,9997.359030000001,-0.1268000000002213,0.011800000000221189
666,BUY,1,1,9997.359030000001,9997.34653,-0.1285000000007277,0.012500000000727596
667,BUY,1,1,9997.34653,9997.33473,-0.1288000000002213,0.011800000000221189
668,BUY,1,1,9997.33473,9997.32337,-0.1293600000004227,0.011360000000422588
669,BUY,1,1,9997.32337,9997.31163,-0.13073999999991803,0.011739999999917927
670,BUY,1,1,9997.31163,9997.30026,-0.13137000000017007,0.011370000000169966
671,BUY,1,1,9997.30026,9997.2898,-0.13145999999951175,0.010459999999511638
672,BUY,1,1,9997.2898,9997.27957,-0.13222999999986507,0.010229999999864958
673,BUY,1,1,9997.27957,9997.26945,-0.1331200000008249,0.010120000000824803
674,BUY,1,1,9997.26945,9997.25921,-0.13423999999961245,0.010239999999612337
675,BUY,1,1,9997.25921,9997.248590000001,-0.1356199999991078,0.010619999999107677
676,BUY,1,1,9997.248590000001,9997.23811,-0.1364800000008255,0.010480000000825385
677,BUY,1,1,9997.23811,9997.22892,-0.13619000000067172,0.009190000000671716
678,BUY,1,1,9997.22892,9997.22001,-0.13691000000046916,0.008910000000469154
679,BUY,1,1,9997.22001,9997.21129,-0.137719999999812,0.00871999999981199
680,BUY,1,1,9997.21129,9997.201959999999,-0.139330000000773,0.009330000000772998
681,BUY,1,1,9997.201959999999,9997.192759999998,-0.1402000000004191,0.009200000000419095
682,BUY,1,1,9997.192759999998,9997.183139999997,-0.14162000000072295,0.00962000000072294
683,BUY,1,1,9997.183139999997,9997.173539999998,-0.1425999999994092,0.009599999999409192
684,BUY,1,1,9997.173539999998,9997.164109999998,-0.14343000000006578,0.009430000000065775
685,BUY,1,1,9997.164109999998,9997.155199999997,-0.14391000000046916,0.008910000000469154
686,BUY,1,1,9997.155199999997,9997.146139999997,-0.14506000000031782,0.009060000000317814
687,BUY,1,1,9997.146139999997,9997.136899999998,-0.14623999999940862,0.00923999999940861
688,BUY,1,1,9997.136899999998,9997.128369999999,-0.14652999999915484,0.008529999999154825
689,BUY,1,1,9997.128369999999,9997.121089999999,-0.14627999999980967,0.007279999999809661
690,BUY,1,1,9997.121089999999,9997.113199999998,-0.14789000000077068,0.00789000000077067
691,BUY,1,1,9997.113199999998,9997.105759999999,-0.14843999999940571,0.0074399999994057
692,BUY,1,1,9997.105759999999,9997.098289999998,-0.14947000000046684,0.0074700000004668254
693,BUY,1,1,9997.098289999998,9997.090389999998,-0.15090000000051806,0.007900000000518048
694,BUY,1,1,9997.090389999998,9997.083219999997,-0.15117000000076952,0.007170000000769505
695,BUY,1,1,9997.083219999997,9997.076019999997,-0.15220000000001166,0.0072000000000116415
696,BUY,1,1,9997.076019999997,9997.067719999997,-0.15429999999950816,0.008299999999508145
697,BUY,1,1,9997.067719999997,9997.060279999998,-0.15443999999940572,0.0074399999994057
698,BUY,1,1,9997.060279999998,9997.053339999999,-0.15493999999930386,0.006939999999303836
699,BUY,1,1,9997.053339999999,9997.046599999998,-0.1557400000007183,0.0067400000007182825
700,BUY,1,1,9997.046599999998,9997.039369999999,-0.1572299999992538,0.007229999999253778
701,BUY,1,1,9997.039369999999,9997.032449999999,-0.1579199999998091,0.006919999999809079
702,BUY,1,1,9997.032449999999,9997.02723,-0.15721999999909897,0.005219999999098945
